game	url	site_category	rules_as_read
Black Hole Solitaire	https://www.solitairenetwork.com/solitaire/black-hole-solitaire-game.html	Tri-Peaks Games	Black Hole Solitaire Rules | Goal | Move all cards to the single Foundation pile by playing cards one higher or lower. | The Deal | Using one deck, all cards are dealt to the layout. First, an Ace is placed in the single Foundation in the center. Then each of 17 Columns is dealt 3 cards. | Foundations | A single Ace is removed from the deck andplaced int he single Foundation pile. | The foundation may be built UP or DOWN in ANY SUIT. For example, any 6 from a Column may be played on any 5 or any 7 on the Foundation. An Ace may be placed on a King and a King may be placed on an Ace. | Columns | Only the topmost card of each Column may be moved to the Foundation. | Game Notes | Black Hole solitaire rules created by David Parlett.
Spider Solitaire	https://www.solitairenetwork.com/solitaire/spider-solitaire-game.html	Spider Games	Spider Solitaire Rules | Goal | Form eight sets of cards of the same suit from King to Ace within the Columns. | The Deal | Using two decks, ten Columns of cards are dealt 5 or 6 cards each. The first four Columns are dealt 6 cards, the next six Columns are dealt 5 cards each. All cards are dealt face down except for the last card in each Column | Stock | Every click on the Stock will deal one card to each Column. Click on the Stock after no more moves are possible (or desirable) in the layout. All Columns must contain at least one card before the cards will be dealt. There are no redeals. | Columns | Columns are built DOWN in ANY SUIT. However, since the goal is to build sets of cards in the same suit, you should prefer building down in the same suit. | The topmost card of each Column is always available for play. Also, cards of the same suit and in sequence may be moved to another Column provided the above build rule applies. For example, an 8, 7, and 6 of Spades may move to any 9. However, an 8 of clubs, 7 and 6 of Spades may not move as a unit because they are not all of the same suit. | Sequences may be split apart once formed. For example, in a sequence of 8, 7, 6 of Spades, the 7 and 6 may be split apart from the 8 in order to be played to another 8. | When a sequence of King through Ace in the same suit is formed within a Column, it is removed from the layout. | Empty Columns may be filled with any card or movable sequence of cards. All Columns must contain a card before more cards can be dealt from the Stock. | One point is scored for each card built within a Column starting with a King. For example, if a Column has a K, Q, and J of the same suit in sequence then three points are scored for that combination. A full set of King through Ace in the same suit is 13 points. | Game Notes | Spider Solitaire on Solitaire Network has been modified to be brought into line with the standard rules of Spider as are common in many other solitaire packages. If you are looking for the previous rule set, it is now named Spider-Relaxed. | The only difference between the standard and relaxed variations is that in the standard version of the game, the sets of cards from King to Ace must be in the same suit instead of in any suit. | You might also wish to try the Easy version which is the same as the Relaxed version, but you are also allowed to move groups of cards of combined suits.
Spider Relaxed Solitaire	https://www.solitairenetwork.com/solitaire/spider-relaxed-solitaire-game.html	Spider Games	Spider Relaxed Solitaire Rules | Goal | Form eight sets of cards of any suit from King to Ace within the Columns. | The Deal | Using two decks, ten Columns of cards are dealt 5 or 6 cards each. The first four Columns are dealt 6 cards, the next six Columns are dealt 5 cards each. All cards are dealt face down except for the last card in each Column | Stock | Every click on the Stock will deal one card to each Column. Click on the Stock after no more moves are possible (or desirable) in the layout. All Columns must contain at least one card before the cards will be dealt. There are no redeals. | Columns | Columns are built DOWN in ANY SUIT. However, since you may only move groups of cards of the same suit, you should prefer building down in the same suit. | The topmost card of each Column is always available for play. Also, cards of the same suit and in sequence may be moved to another Column provided the above build rule applies. For example, an 8, 7, and 6 of Spades may move to any 9. However, an 8 of clubs, 7 and 6 of Spades may not move as a unit because they are not all of the same suit. | Sequences may be split apart once formed. For example, in a sequence of 8, 7, 6 of Spades, the 7 and 6 may be split apart from the 8 in order to be played to another 8. | When a sequence of King through Ace in ANY suit is formed within a Column, it is removed from the layout. | Empty Columns may be filled with any card or movable sequence of cards. All Columns must contain a card before more cards can be dealt from the Stock. | One point is scored for each card built within a Column starting with a King. For example, if a Column has a K, Q, and J in sequence then three points are scored for that combination. A full set of King through Ace is 13 points. | Game Notes | This is the version of Spider that has been on Solitaire Network for many years. The name was changed so that the standard version of Spider could be added too (and be named Spider.) However, the rule that all Columns need to be filled before dealing cards was added to conform to most other Spider games that use this rule. | The only difference between the standard and relaxed variations is that in the relaxed version of the game, the sets of cards from King to Ace can be in any suit instead of the same suit. | You might also wish to try the Easy version which is the same as the Relaxed version, but you are also allowed to move groups of cards of combined suits.
Spider Easy Solitaire	https://www.solitairenetwork.com/solitaire/spider-easy-solitaire-game.html	Spider Games	Spider Easy Solitaire Rules | Goal | Form eight sets of cards of any suit from King to Ace within the Columns. | The Deal | Using two decks, ten Columns of cards are dealt 5 or 6 cards each. The first four Columns are dealt 6 cards, the next six Columns are dealt 5 cards each. All cards are dealt face down except for the last card in each Column | Stock | Every click on the Stock will deal one card to each Column. Click on the Stock after no more moves are possible (or desirable) in the layout. All Columns must contain at least one card before the cards will be dealt. There are no redeals. | Columns | Columns are built DOWN in ANY SUIT. The suits do not matter in the Easy version of Spider. | The topmost card of each Column is always available for play. Also, cards of any suit and in sequence may be moved to another Column provided the above build rule applies. For example, an 8, 7, and 6 of Spades may move to any 9. Also, an 8 of clubs, 7 and 6 of Spades may move as a unit even though they are of differing suits - which is what makes the Easy version easy. | Sequences may be split apart once formed. For example, in a sequence of 8, 7, 6, the 7 and 6 may be split apart from the 8 in order to be played to another 8. | When a sequence of King through Ace in ANY suit is formed within a Column, it is removed from the layout. | Empty Columns may be filled with any card or movable sequence of cards. All Columns must contain a card before more cards can be dealt from the Stock. | One point is scored for each card built within a Column starting with a King. For example, if a Column has a K, Q, and J in sequence then three points are scored for that combination. A full set of King through Ace is 13 points. | Game Notes | The only difference between the Relaxed version and the Easy version is that in the Easy version of the game, the cards may be moved even if the suits don't match, as long as the card ranks are in sequence.
Spider 1-Suit Solitaire	https://www.solitairenetwork.com/solitaire/spider-1-suit-solitaire-game.html	Spider Games	Spider 1-Suit Solitaire Rules | Goal | Form eight sets of cards from King to Ace within the Columns. | The Deal | Using two decks (8 sets of King to Ace in Spades,) ten Columns of cards are dealt 5 or 6 cards each. The first four Columns are dealt 6 cards, the next six Columns are dealt 5 cards each. All cards are dealt face down except for the last card in each Column | Stock | Every click on the Stock will deal one card to each Column. Click on the Stock after no more moves are possible (or desirable) in the layout. All Columns must contain at least one card before the cards will be dealt. There are no redeals. | Columns | Columns are built DOWN. For example, place a 9 on a 10. | he topmost card of each Column is always available for play. Also, cards in sequence may be moved to another Column provided the above build rule applies. For example, an 8, 7, and 6 may move to any 9. | Sequences may be split apart once formed. For example, in a sequence of 8, 7, 6, the 7 and 6 may be split apart from the 8 in order to be played to another 8. | When a sequence of King through Ace is formed within a Column, it is removed from the layout. | Empty Columns may be filled with any card or movable sequence of cards. All Columns must contain a card before more cards can be dealt from the Stock. | One point is scored for each card built within a Column starting with a King. For example, if a Column has a K, Q, and J in sequence then three points are scored for that combination. A full set of King through Ace is 13 points. | Game Notes | Spider 1-Suit Solitaire plays identically to the original game of Spider except that only Spades are used.
Spiderette Solitaire	https://www.solitairenetwork.com/solitaire/spiderette-solitaire-game.html	Spider Games	Spiderette Solitaire Rules | Goal | Form four sets of cards of the same suit from King to Ace within the Columns. | The Deal | Using one deck, seven Columns are dealt cards in a similar style to Klondike, where each successive Column is dealt one more card than the previous Column. Only the last card in a Column is dealt face up. | Stock | Every click on the Stock will deal 1 card to each Column. Click on the Stock after no more moves are possible (or desirable) in the layout. All Columns must contain at least 1 card before you may deal cards from the Stock. There are no redeals. | Columns | Columns are built DOWN in ANY SUIT. However, you should prefer to build in the same suit since it makes it easier to move cards around and the goal is to build sets in the same suit. | Any number of face up cards may be moved to another Column provided that all cards being moved are sequential in rank, and that the move satisfies the build rule above. For example, a 8, 7, 6 of Spades may be moved to another Column with a 9, but the cards 8, 7, 6, Q would not be allowed. | Sequences may be split apart once formed. For example, in a sequence of 8, 7, 6 of Spades, the 7 and 6 may be split apart from the 8 in order to be played to another 8. | When a same suit sequence of King through Ace is formed within a Column, it is removed from the layout. | One point is scored for each card built within a Column starting with a King. For example, if a Column has a K, Q, and J of the same suit then three points are scored for that combination. A full set of King through Ace is 13 points. | Game Notes | Solitaire Network has renamed its previous game of Spiderette to Land of Nod because it didn't follow the standard rules for Spiderette. This version of Spiderette is new to Solitaire Network and conforms to standard Spiderette rules. | An easier version of Spiderette is called Will O' the Wisp where the only difference is the number of cards dealt at the start.
Will O' The Wisp Solitaire	https://www.solitairenetwork.com/solitaire/will-o-the-wisp-solitaire-game.html	Spider Games	Will O' The Wisp Solitaire Rules | Goal | Form four sets of cards of the same suit from King to Ace within the Columns. | The Deal | Using one deck, each of seven Columns is dealt 4 cards - 3 face down and the last card face up. | Stock | Every click on the Stock will deal 1 card to each Column. Click on the Stock after no more moves are possible (or desirable) in the layout. All Columns must contain at least 1 card before you may deal cards from the Stock. There are no redeals. | Columns | Columns are built DOWN in ANY SUIT. However, you should prefer to build in the same suit since it makes it easier to move cards around and the goal is to build sets in the same suit. | Any number of face up cards may be moved to another Column provided that all cards being moved are sequential in rank, and that the move satisfies the build rule above. For example, a 8, 7, 6 of Spades may be moved to another Column with a 9, but the cards 8, 7, 6, Q would not be allowed. | Sequences may be split apart once formed. For example, in a sequence of 8, 7, 6 of Spades, the 7 and 6 may be split apart from the 8 in order to be played to another 8. | When a same suit sequence of King through Ace is formed within a Column, it is removed from the layout. | One point is scored for each card built within a Column starting with a King. For example, if a Column has a K, Q, and J of the same suit then three points are scored for that combination. A full set of King through Ace is 13 points. | Game Notes | A harder version of Will O' the Wisp is called Spiderette where the only difference is the number of cards dealt at the start.
Land of Nod Solitaire	https://www.solitairenetwork.com/solitaire/land-of-nod-solitaire-game.html	Spider Games	Land of Nod Solitaire Rules | Goal | Form four sets of cards of any suit from King to Ace within the Columns. | The Deal | Using one deck, each of seven Columns is dealt 4 cards - 3 face down and the last card face up. | Stock | Every click on the Stock will deal 1 card to each Column. Click on the Stock after no more moves are possible (or desirable) in the layout. All columns must have at least 1 card before the Stock will deal cards. There are no redeals. | Columns | Columns are built DOWN in ANY SUIT. | Any number of face up cards may be moved to another Column provided that all cards being moved are sequential in rank, and that the move satisfies the build rule above. For example, a 8, 7, 6 sequence may be moved to another Column with a 9, but the cards 8, 7, 6, Q would not be allowed. | Sequences MAY NOT be split apart once formed except for the topmost card of any Column. This is different from most other Spider type games. For example, in a sequence of 8, 7, 6, the 7, 6 may not split apart from the 8 in order to be played to another 8. However, if the 6 is the last card in a Column, it may be moved even though it splits the sequence. | When a sequence of King through Ace is formed within a Column, it is removed from the layout. | One point is scored for each card built within a Column starting with a King. For example, if a Column has a K, Q, and J of any suit in sequence then three points are scored for that combination. A full set of King through Ace is 13 points.
Pyramid Solitaire	https://www.solitairenetwork.com/solitaire/pyramid-solitaire-game.html	Pairing/Adding Games	Pyramid Solitaire Rules | Goal | Remove all cards from the layout by matching pairs of cards totalling 13. | The Deal | Using one deck, 28 cards are dealt to the layout in the shape of a pyramid. The Discard Pile is dealt one card. 7 Reserve cards are also dealt. The Kings are removed from play. The remaining cards form the Stock. | Layout Cards | Only cards that are completely uncovered may be paired up. In Pyramid, cards are paired up when their ranks total 13. For example, a 6 and a 7 pair up and may be removed. Also 5 and 8, 4 and 9, 3 and 10, 2 and J, and A and Q. | Cards available for pairing are completely uncovered cards in the pyramid, the 7 reserve cards, and the topmost card of the Discard Pile. | Kings total 13 on their own and so are automatically removed from the game. | Cards that are paired up are removed from play. | Reserves | There are 7 Reserves at the bottom of the layout. Reserve cards are available for pairing up (two cards totaling 13) at any time. Once a card is played from a Reserve, the Reserve remains empty. | Stock | 16 cards remain in the Stock after the deal. Cards may be flipped one at a time from the Stock as desired. | Discard Pile | The topmost card of the Discard Pile is available for play. | Game Notes | Pyramid is one of the most difficult games to win on Solitaire Network. Interestingly, it is also one of the most popular.
Pyramid 2 Solitaire	https://www.solitairenetwork.com/solitaire/pyramid-2-solitaire-game.html	Pairing/Adding Games	Pyramid 2 Solitaire Rules | Goal | Remove all cards from the layout by matching pairs of cards totalling 13. | The Deal | Using one deck, 28 cards are dealt to the pyramid. The rest of the cards are dealt to the eight Reserves. Two Reserves with 4 cards, two Reserves with 3 cards, two Reserves with 2 cards, and two Reserves with 1 card. The Kings are removed from play. | Layout Cards | Cards available for pairing are completely uncovered cards in the Pyramid or Reserve cards. | In Pyramid 2, cards are paired up when their ranks total 13. For example, a 6 and a 7 make up a pair and may be removed. Also 5 and 8, 4 and 9, 3 and 10, 2 and J, and A and Q. | Kings total 13 on their own and so are automatically removed from the game. | Cards that are paired up are removed from play. | Reserves | There are 8 Reserves to the sides of the Pyramid each holding between 1 and 4 cards in them. The topmost card of a Reserve is available to pair up with pyramid cards or other available Reserve cards. | Cards may not be placed into a Reserve. | Game Notes | Although Pyramid 2 originated at SolitaireNetwork.com, we felt it was too similar to other Pyramid variants to claim authorship of it.
Pyramid 3 Solitaire	https://www.solitairenetwork.com/solitaire/pyramid-3-solitaire-game.html	Pairing/Adding Games	Pyramid 3 Solitaire Rules | Goal | Remove all cards from the layout by matching pairs of cards totalling 13. | The Deal | Using one deck, 45 cards are dealt to the pyramid. The remaining 3 cards are dealt to the 3 Reserves. The Kings are removed from play. | Layout Cards | Cards available for pairing are completely uncovered cards in the Pyramid or Reserve piles. | In Pyramid 3, cards are paired up when their ranks total 13. For example, a 6 and a 7 make up a pair and may be removed. Also 5 and 8, 4 and 9, 3 and 10, 2 and J, and A and Q. | Kings total 13 on their own and so are automatically removed from the game. | Cards that are paired up are removed from play. | Reserves | There are 3 Reserves beneath the Pyramid each holding 1 card. When a card is removed from a Reserve, the Reserve is opened up so as to accept any other single card from the Pyramid. In this, the Reserve piles act similarly to Free Cell. | Strategy: | In the example layout below you can pair up the 4 and 9, OR you could utilize the empty Reserve pile by placing the 7 of Hearts in it. That would then create more possible plays such as the 7-6, J-2, or the 9-4. | Often, it is better to use a card from the Reserves rather than using a Pyramid card. For example, in the layout above, it may be more strategic to match the 4 with the 9 in the Reserve pile rather than the 9 from the layout. | With careful play, we believe most shuffles are winnable. | Game Notes | Pyramid 3 is a Solitaire Network original created by Warren Schwader in 2007.
Nestor Solitaire	https://www.solitairenetwork.com/solitaire/nestor-solitaire-game.html	Pairing/Adding Games	Nestor Solitaire Rules | Goal | Remove all cards in the layout by matching pairs of cards of the same rank. | The Deal | Using one deck, all cards are dealt face up to the layout. Seven Columns are dealt 6 cards each. The ten Reserves are dealt 1 card each. | Columns | The topmost card in any Column is available for play. Cards are dragged to another card and if the ranks of the two cards match, they are removed from the Layout. | Cards may not be moved to other Columns. | Empty Columns remain empty. | Reserves | Any of the ten Reserves cards are available for pairing. Cards may not be moved to a Column so as to place the card in the Column. | Empty Reserves remain empty.
Achilles	https://www.solitairenetwork.com/solitaire/achilles-solitaire-game.html	Pairing/Adding Games	"Achilles Solitaire Rules | Goal | Remove all cards in pairs of the same rank or ""near-pairs"" of cards 1 rank away from each other. | The Deal | Using one deck, each of seven Columns is dealt from 5 to 9 cards face-up as shown. One card is dealt to a Reserve pile and the other two cards remain in the Stock. | Columns | The topmost card in any Column is available for play. Cards are dragged to another card and if the ranks of the two cards match, they are removed from the Layout. | Cards may also be matched if their ranks are ""near"" each other so that their ranks are just one rank different. Aces are considered to be near Kings so that matching an Ace and King is valid. | In the layout pictured above, possible first plays are: J-Q, J-10, 10-9, 5-5, 5-4, and the 4-3. | Cards may not be moved to onto other Columns. | Empty Columns must remain empty. | Reserve | The topmost card of the Reserve pile is available for play and can be played along with a card from a Column using the same rule for matching two cards. | Cards may not be moved to onto the Reserve pile. | When empty, the Reserve must remain empty. | Stock | When play comes to a standstill (or sooner if desired,) click on the Stock to deal one card to the Reserve pile next to it. | Game Notes | Achilles solitaire is a Solitaire Network original created by Warren Schwader in 2007."
Baroness	https://www.solitairenetwork.com/solitaire/baroness-solitaire-game.html	Pairing/Adding Games	Baroness Solitaire Rules | Goal | Remove all cards in pairs totalling 13. | The Deal | Using one deck, One card is initially dealt to each of 6 Columns. The Kings are removed from play. The remaining cards form the Stock. | Columns | Only cards that are completely uncovered may be paired up. | Ccards are paired up when their ranks total 13. For example, a 6 and a 7 pair up and may be removed. Also 5 and 8, 4 and 9, 3 and 10, 2 and J, and A and Q. | Kings total 13 on their own and so are automatically removed from the game. | Cards that are paired up are removed from play. | Special Column | The rightmost Column is special in that it is the only Column whereby cards can be moved into it singly if the Column is empty. | Stock | Each time the Stock is clicked, one card is dealt to each Column. | Discard Pile | Cards matched up are removed from play. | Game Notes | Baroness is similar to Pyramid, but yet is far easier to solve. It also offers more opportunity for skillful play. Single deck Baroness is slightly more difficult than Double Baroness. | Solitaire Network's version of Baroness was changed slightly to make the game easier to beat. The original rules allow for only 5 Columns and no Special Column. Under those rules, the game is nearly impossible.
Double Baroness Solitaire	https://www.solitairenetwork.com/solitaire/double-baroness-solitaire-game.html	Pairing/Adding Games	Double Baroness Solitaire Rules | Goal | Remove all cards in pairs totalling 13. | The Deal | Using two decks, One card is initially dealt to each of 7 Columns. The Kings are removed from play. The remaining cards form the Stock. | Columns | Only cards that are completely uncovered may be paired up. | Ccards are paired up when their ranks total 13. For example, a 6 and a 7 pair up and may be removed. Also 5 and 8, 4 and 9, 3 and 10, 2 and J, and A and Q. | Kings total 13 on their own and so are automatically removed from the game. | Cards that are paired up are removed from play. | Special Column | The rightmost Column is special in that it is the only Column whereby cards can be moved into it singly if the Column is empty. | Stock | Each time the Stock is clicked, one card is dealt to each Column. | Discard Pile | Cards matched up are removed from play. | Game Notes | Double Baroness is similar to Pyramid, but yet is far easier to solve. It also offers more opportunity for skillful play. The Double deck version of Baroness is a little easier than Single Deck Baroness.
Fourteens Solitaire	https://www.solitairenetwork.com/solitaire/fourteens-solitaire-game.html	Pairing/Adding Games	Fourteens Solitaire Rules | Goal | Remove all cards in pairs totalling 14. | The Deal | Using one deck, all cards are dealt face up to the layout. There are twelve Columns. Four of the Columns are dealt 5 cards. The remaining Columns are each dealt 4 cards. | Columns | The topmost card in any Column is available for play. Cards are dragged to another card and if the ranks of the two cards total 14, they are removed from the Layout. | The values of the cards range from Ace - 1, 2 thru 10 - their face value, Jacks - 11, Queens - 12, and Kings - 13. For example, a King and an Ace total 14 and may be removed. The other combinations of cards are: Q-2, J-3, 10-4, 9-5, 8-6, and 7-7. | Cards may not be moved to other Columns. | Empty Columns must remain empty.
Osmosis Solitaire	https://www.solitairenetwork.com/solitaire/osmosis-solitaire-game.html	Eliminator Games	Osmosis Solitaire Rules | Goal | Move all cards to the four Foundation piles in any order in the same suit. | The Deal | Using one deck, 16 cards are dealt to 4 Reserve piles. All cards are dealt face down except for the last card in each Reserve. | Foundations | Foundations are built in any order, but of the same suit. One card is dealt to the first Foundation. In Osmosis, a card may be played to a Foundation if the suits match, and then only if the Foundation pile above it contains a card of the same rank. | Stock | Cards from the Stock are flipped three at a time to a Discard Pile. When no cards remain in the Stock, the cards from the Discard Pile can be flipped over and played through an unlimited number of times. | Discard Pile | Only the top card of the Discard Pile may be played to a Foundation. When a card from the Discard Pile is played then the new top card can also be played.
Osmosis Peek Solitaire	https://www.solitairenetwork.com/solitaire/osmosis-peek-solitaire-game.html	Eliminator Games	Osmosis Peek Solitaire Rules | Goal | Move all cards to the four Foundation piles in any order in the same suit. | The Deal | Using one deck, 16 cards are dealt to 4 Reserve piles. All cards are dealt face up. | Foundations | Foundations are built in any order, but of the same suit. You may choose any available card to place as the starting card of the first foundation. In Osmosis Peek, a card may be played to a Foundation if the suits match, and then only if the Foundation pile above it contains a card of the same rank. | Stock | Cards from the Stock are flipped three at a time to a Discard Pile. When no cards remain in the Stock, the cards from the Discard Pile can be flipped over and played through an unlimited number of times. | Discard Pile | Only the top card of the Discard Pile may be played to a Foundation. When a card from the Discard Pile is played then the new top card can also be played.
Tam O'Shanter Solitaire	https://www.solitairenetwork.com/solitaire/tam-o-shanter-solitaire-game.html	Eliminator Games	Tam O'Shanter Solitaire Rules | Goal | Move cards to the four Foundations from Ace to King in any suit. | The Deal | Using one deck, each of the four Columns is dealt one card. The remaining cards form the Stock. | Foundations | Foundations are built UP in ANY SUIT starting with an Ace and ending with a King. | Columns | Cards may not move between Columns. Only the topmost card in a Column can be played to a Foundation. | Stock | Every time the Stock is clicked, one card will be dealt to each Column. When the Stock is empty, the cards from the four Columns may be gathered up and redealt. Two redeals are allowed.
Blue Bonnet Solitaire	https://www.solitairenetwork.com/solitaire/blue-bonnet-solitaire-game.html	Eliminator Games	Blue Bonnet Solitaire Rules | Goal | Move cards to the four Foundations from Ace to King in any suit. | The Deal | Using one deck, each of the four Columns is dealt one card. The remaining cards form the Stock. | Foundations | Foundations are built UP in ANY SUIT starting with an Ace and ending with a King. | Columns | Only the topmost card in a Column can be played to a Foundation. After the initial deal and after each Stock click you may optionally move ONE topmost card from any Column to any other Column. This card movement may take place before, after, or between other card movement to the Foundations. | Stock | Every time the Stock is clicked, one card will be dealt to each Column. There is no redeal.
Royal Marriage	https://www.solitairenetwork.com/solitaire/royal-marriage-solitaire-game.html	Eliminator Games	Royal Marriage Solitaire Rules | Goal | Bring the groom (the King of Hearts) to his bride (the Queen of Hearts) so that they end the game next to each other. | The Deal | Using one deck, All 52 cards are dealt in 4 rows of 13 non-overlapping cards. The cards are dealt in four rows only for the sake of convienience. Players should think of the cards as if they were arranged in just a single row of 52 cards. The first card of each row comes just after the last card of the row above it.> | The Queen of Hearts is placed in the first position in the upper left, and the King of Hearts is placed in the last position in the lower right. | Removing Cards | There are two rules for removing cards: | Rule 1 - Individual cards may be removed if they are directly between two other cards of the same rank or the same suit. To remove these kinds of cards, just click on the card. | Rule 2 - Two cards may both be removed if they are directly between two other cards of the same rank or the same suit. To remove these kinds of cards, drag one of the interior cards on top of the other. The two cards being removed can be any two cards and do not need to have any special relationship, except that they are next to each other. | After cards are removed, all of the cards following the removed cards are slid to the left to fill the empty space(s). | Example Plays | In the following diagram, the 10 of Diamonds (last card of the top row) is considered one space to the left of the 7 of Hearts (the first card of the second row.) Similarly, the 10 of Hearts is one space to the left of the 7 of Clubs, and the 2 of Diamonds is one card to the left of the 2 of Clubs. | In this diagram there are dozens of plays that could be made. Some examples of card movements are as follows: | In the top row, the Jack of Hearts is between two cards of the same rank (the Aces) so the Jack of Hearts can be removed by clicking on it. | In the second row, there are four Diamonds right next to each other. The 7 of Diamonds or the Jack of Diamonds could be removed singly because they each have cards of the same suit next to them. But both cards could be removed by dragging one on top of the other because the 5 and King of Diamonds surround them both. | At the end of the second row is a 10 of Hearts and at the start of the third row is a 7 of Clubs. These two cards are surrounded by two other cards of the same rank (Queens) therefore the 10 and 7 may be removed by dragging one of those cards on top of the other. Remember that cards in the rows should be viewed as though they were layed out on a single row of 52 cards. | In the fourth row, the 7 of Spades can be removed by clicking on it because there are cards of the same suit on each side of it (the 3 and 2 of Hearts.)
Accordion	https://www.solitairenetwork.com/solitaire/accordion-solitaire-game.html	Eliminator Games	Accordion Solitaire Rules | Goal | Combine the cards in order to leave only one card remaining. Very difficult! | The Deal | Using one deck, All 52 cards are dealt in 4 rows of 13 non-overlapping cards. The cards are dealt in four rows only for the sake of convienience. Players should think of the cards as if they were arranged in just a single row of 52 cards. The first card of each row comes just after the last card of the previous row. | Combining Cards | Drag one card onto another to combine cards. Cards may only move forward toward the first dealt card. | A card may be moved onto another card if it is the same rank or the same suit as a card to its immediate left or as a card that is three cards to its left. | After a card is moved, all of the cards following the moved card are slid to the left to fill the empty space. | Example Plays | In this diagram, the Jack of Hearts (last card of the top row) is considered one space to the left of the 9 of Spades (the first card of the second row.) Similarly, the 4 of Diamonds is one space to the left of the 7 of Spades, and the 3 of Spades is one card to the left of the 5 of Spades. | Some examples of card movements are as follows: | In the bottom row, the King of Diamonds may be moved on top of the King of Spades because the King of Spades is one card to the left of the other King, and of course, the Kings are the same rank. | The two of Diamonds on the third row can be moved on top of the 3 of Diamonds because the 3 is one space to the left of the 2 and both cards are of the same suit. | The 2 of Diamonds could also be moved on top of the 4 of Diamonds (at the end of the row above it) because both cards are of the same suit and the 4 of Diamonds is three spaces to the left of the 2 of Diamonds. | The Ace of Diamonds in the top row cannot be moved because the card to its left and the card 3 spaces to its left are neither an Ace or a Diamond. | Game Notes | Some people play Accordion by flipping the cards from the Stock one at a time and then making plays. Solitaire Network's rules are functionally the same except that all cards are dealt at the start of the hand. | Accordion is an extremly difficult game to win and so you can consider it a victory if you finish the game with five or fewer cards.
Colorado Slitaire- Solitaire Network	https://www.solitairenetwork.com/solitaire/colorado-solitaire-game.html	Eliminator Games	Colorado Solitaire Rules | Goal | Move all cards to the eight Foundation piles in the same suit (four piles from Ace to King and the other four from King to Ace.) | The Deal | Using two decks, each of 20 Columns is dealt one card. The remaining cards are left over in a Stock. | Foundations | There are eight Foundations. | Four of the Foundations (on the left) are built UP and IN the SAME SUIT starting with an Ace and ending with a King. For example, A,2,3,4,5,6,7,8,9,10,J,Q,K. | The other four Foundations (on the right side) are built DOWN and IN the SAME SUIT from King down to Ace. For example, K,Q,J,10,9,8,7,6,5,4,3,2,A. | Columns | Columns have no particular build order. Any card from the Stock Pile may be placed on any other card. Empty Columns may be filled with any card from the Stock Pile. | Cards may not be moved from Column to Column. | The topmost card in any Column is available for play to a Foundation. | Stock and Stock Pile | 83 cards remain in the Stock after dealing. The Stock Pile will automatically be dealt a card from the Stock each time a card is moved from the Stock Pile.
Calculation Solitaire	https://www.solitairenetwork.com/solitaire/calculation-solitaire-game.html	Eliminator Games	Calculation Solitaire Rules | Goal | Move all cards to the four Foundation piles starting with each Foundation's Starting Card up to Kings in any suit. | The Deal | Using one deck, the Foundations are dealt 4 cards. The first Foundation is dealt an Ace. The second Foundation is dealt a 2. The third Foundation is dealt a 3. The fourth Foundation is dealt a 4. Then the Discard Pile is dealt one card. Columns start the game empty. | Foundations | Foundations are built UP and in ANY SUIT starting with the first card dealt to it and ending with a King. | Each Foundation has a different rule as follows: | The first foundation is built up by 1 as follows: A,2,3,4,5,6,7,8,9,10,J,Q,K. | The second foundation is built up by 2 as follows: 2,4,6,8,10,Q,A,3,5,7,9,J,K. | The third foundation is built up by 3 as follows: 3,6,9,Q,2,5,8,J,A,4,7,10,K. | The fourth foundation is built up by 4 as follows: 4,8,Q,3,7,J,2,6,10,A,5,9,K. | Columns | Any card from the Discard Pile may be placed in any Column. | Cards from the Columns my be played to Foundations at any time. The topmost card in any Column is available for play to a Foundation. Cards may not be moved among Columns. | Stock | Cards from the Stock are flipped automatically one at a time when the card in the Discard Pile is played. There is no redeal. | Discard Pile | The Discard Pile will only ever contain just one card. This card must be played to one of the Columns or to a Foundation before the next card from the Stock is flipped. When the card is played, the Stock will automatically flip another card to the Discard Pile.
Aces Up	https://www.solitairenetwork.com/solitaire/aces-up-solitaire-game.html	Eliminator Games	Aces Up Solitaire Rules | Goal | End the game with all four Aces at the top of the four Columns. | The Deal | Using one deck, each of the four Columns is dealt one card. | Foundations | There are no Foundations in Aces up. | Columns | The fully uncovered card in any Column is a candidate for removal. Cards are removed one at a time and set aside using the following rule: | When there are two or more exposed cards of the same suit, all but the highest card of that suit can be removed. Remove cards by clicking on them. In Aces Up, the Aces are considered the highest rank and are higher than the Kings. | When a Column is empty, any fully uncovered card may optionally be moved to the empty Column. | Stock | When play comes to a halt (or sooner if desired,) you may click on the Stock to deal one card to each Column. There is no redeal.
