source	name	slot_guess	mechanic
DESIGN_DOC.md §10 Suits	Circus suit roster	suit	Planned circus suits: clowns, background dancers, flames, juggling balls, hoops, nails/knives, plus special suits fireworks and electric.
DESIGN_DOC.md §10 Suits	Fireworks suit (proposed)	suit	Fireworks suit directly adds points to its column based on rank.
DESIGN_DOC.md §10 Suits	Electric suit (proposed)	suit	Electric suit buffs cards that are connected/chained together in a certain way.
DESIGN_DOC.md §10 Suit projectiles v1	Knives/Hoops horizontal projectiles	suit	Scored knife and hoop cards fly horizontally across their scored row; balls and fire drop down columns.
DESIGN_DOC.md §10 Suit projectiles v1	Projectile hit/miss bonuses	suit	Gain mult for every hoop passing through an animal or acrobat, every knife missing a stuntsman, every ball hitting a juggler or animal; fire buffs cards it passes through.
DESIGN_DOC.md §10 Suit projectiles v2 (latest)	Prop-vs-feat suit targeting	suit	Knives reward hitting non-feat (prop) cards, hoops reward hitting feat cards; balls buff feat cards, fire buffs non-feat cards, with balls/fire spreading buffs evenly across the column.
DESIGN_DOC.md §10 Suit projectiles v2	Jump/duck reactions	unknown	Feat cards dynamically jump up through hoops and duck under knives as projectiles pass.
DESIGN_DOC.md §10 Suit-Props (implemented)	Nominal suit subclasses	suit	Each suit is a nominal PipSuit subclass (Hoop/Knife/Ball/Fire/Firework) with no ordinal value, constructed explicitly rather than compared by index.
DESIGN_DOC.md §10 Suit-Props (implemented)	Random standard suit roster	suit	The standard random suit roster is [Hoop, Knife, Ball, Fire]; Firework is excluded from random rolls and instead rises up its column, banking column score at the top.
DESIGN_DOC.md §10 Suit-Props (implemented)	Per-meld suit firing	suit	A scored card's suit effect fires once per meld membership (once for its row, once for its column); talented (skill-bearing) cards suppress their own suit effect.
DESIGN_DOC.md §10 Suit-Props (implemented)	Knife suit	suit	Mirrors Hoop but launches from the opposite row side and scores plain (prop) cards instead of talents.
DESIGN_DOC.md §10 Suit-Props (implemented)	Fire = Burning status	suit	Fire drops a Burning status on its target, multiplying that card's own suit-effect prop count.
DESIGN_DOC.md §10 Suit-Props (implemented)	Ball = Juggling status	suit	Ball drops a Juggling status, which pays out column score when that card later scores.
DESIGN_DOC.md §10 Suit-Props (implemented)	Mancala targeting	suit	Ball/Fire projectiles are ballistic: a mancala walk down the column picks a fixed count of talent targets at spawn; Fire's eligibility skips talents and other Fire props.
DESIGN_DOC.md §11 Classes, Groups & Leaders	Leader chassis	type	Leader cards start already on the board (or in the Entrance) and do not leave play on submit; different starting decks ship different leaders.
DESIGN_DOC.md §11 Classes, Groups & Leaders	Leader group boost	type	Cards belong to groups/classes, and leader cards boost their group.
DESIGN_DOC.md §11 Classes, Groups & Leaders	Ringmaster leader spec	type	No suit or rank; type starts it in the Entrance; stamp lets it always be picked up and placed anywhere uncovered; skill keeps it on board after submission.
DESIGN_DOC.md §11 Classes, Groups & Leaders	Leader elemental fears	type	Optional debuff: some leaders fear fire/knives and cannot be placed on fire/knife cards.
DESIGN_DOC.md §11 Class list	Magician class	unknown	Class mechanical focus: card creation and deletion.
DESIGN_DOC.md §11 Class list	Acrobat class	unknown	Class mechanical focus: card movement.
DESIGN_DOC.md §11 Class list	Animal Trainer class	unknown	Class mechanical focus: stacking — eating cards, cards auto-moving through the field.
DESIGN_DOC.md §11 Class list	Clown class	unknown	Class mechanical focus: pip manipulation.
DESIGN_DOC.md §11 Class list	Dancer / trick artist class	unknown	Class mechanical focus: specific formation bonuses.
DESIGN_DOC.md §11 Class list	Escape Artist / Stuntsman class	unknown	Class mechanical focus: negative-effects (debuffs).
DESIGN_DOC.md §11 Class list	Fortune Teller class	unknown	Class mechanical focus: deck manipulation.
DESIGN_DOC.md §11 Class list	Special Effects class	unknown	Class mechanical focus: points/combo manipulation.
DESIGN_DOC.md §11 Class list	Concessions / Food class	unknown	Class mechanical focus: positive effects (buffs).
DESIGN_DOC.md §11 Class list	Costume Designer class	unknown	Class mechanical focus: equipment/clothing/stamp manipulation.
DESIGN_DOC.md §11 Class list	Producer / Manager class	unknown	Class mechanical focus: token cards — gold/money cards and basic cards.
DESIGN_DOC.md §11 Skill taxonomy	New scoring methods	unknown	Skill taxonomy category: cards that create new ways to score.
DESIGN_DOC.md §11 Skill taxonomy	Repositioning	unknown	Skill taxonomy category: cards that reposition cards on the board.
DESIGN_DOC.md §11 Skill taxonomy	Amplifying existing points	unknown	Skill taxonomy category: cards that amplify existing point sources.
DESIGN_DOC.md §11 Skill taxonomy	Changing game rules	unknown	Skill taxonomy category: cards that change game rules.
DESIGN_DOC.md §11 Skill taxonomy	Deck manipulation	unknown	Skill taxonomy category: cards that manipulate the deck.
DESIGN_DOC.md §11 Skill taxonomy	Removing unwanted cards	unknown	Skill taxonomy category: cards that remove unwanted cards.
DESIGN_DOC.md §11 Skill taxonomy	Changing how other skills work	unknown	Skill taxonomy category: cards that alter how other skills function.
DESIGN_DOC.md §11 Skill taxonomy	Cross-game persistence	unknown	Skill taxonomy category: effects persisting into the next game.
DESIGN_DOC.md §11 Skill taxonomy	Creating mini-games	unknown	Skill taxonomy category: cards that create mini-games.
DESIGN_DOC.md §11 Skill taxonomy	Creating temporary cards	unknown	Skill taxonomy category: cards that create temporary cards.
DESIGN_DOC.md §11 Skill taxonomy	Cards with a price	unknown	Skill taxonomy category: cards that come at a price/cost.
DESIGN_DOC.md §11 Act types	First Act	type	Deck-position type: shows up alone, before any other cards are drawn.
DESIGN_DOC.md §11 Act types	Second Act	type	Deck-position type: shows up alone after half the deck has been drawn.
DESIGN_DOC.md §11 Act types	Final Act	type	Deck-position type: shows up after all other cards are drawn, possibly carrying an extra multiplier.
DESIGN_DOC.md §12 Tapping / Cues & Charges	Cue via right-click	rule	Cards are tapped ('cued') via right-click; tappable cards get a glowing halo border that is removed once spent.
DESIGN_DOC.md §12 Tapping / Cues & Charges	Halo charge display	rule	The halo doesn't resize but gains black divider lines to show remaining charge uses.
DESIGN_DOC.md §12 Tapping / Cues & Charges	Shared charge system	rule	All charge-based effects share one charge system so charges can be gained/lost from any source; unused charges auto-spend on Next.
DESIGN_DOC.md §12 Tapping / Cues & Charges	Permanent-toggle effect archetype	skill	An effect archetype that, once activated, stays active for the rest of the game and can never be toggled off again.
DESIGN_DOC.md §12 Tapping / Cues & Charges	Reroll Blessing effect archetype	skill	+1 reroll per game; repeated actions will not repeat the same results for the rest of the game.
DESIGN_DOC.md §12 Tapping / Cues & Charges	Buttons as cards (shop)	rule	Shop buttons (e.g. reroll) are implemented as tappable cards on the game board rather than UI widgets.
DESIGN_DOC.md §12 Tapping / Cues & Charges	Held-button full description	rule	Reading a card's full description requires holding a button or an info toggle (also applies in deck/pack viewers).
DESIGN_DOC.md §13 Special Decks & Variants	Magic deck	unknown	Each suit is an element; submitting elemental combinations casts spells.
DESIGN_DOC.md §13 Special Decks & Variants	Survivor deck	unknown	Suits represent survival resources: food, water, sword, etc.
DESIGN_DOC.md §13 Special Decks & Variants	Double Everything deck	unknown	Ranks are doubled, deck size doubled, initial slots doubled, score required doubled, card packs doubled.
DESIGN_DOC.md §13 Special Decks & Variants	Rules-in-hand deck	unknown	Rule deck is empty; all rules are shuffled into the main deck.
DESIGN_DOC.md §13 Special Decks & Variants	Custom deck (final unlockable)	unknown	A fully custom deck as the final unlockable deck variant.
DESIGN_DOC.md §13 Special Decks & Variants	Deck unlocks as gimmick runs	unknown	Deck unlocks double as Balatro-style gimmick runs, unifying two systems into one.
DESIGN_DOC.md §14.1 Skills/Feats	Extra Point	skill	Gain extra points per score (currently +10 total on score).
DESIGN_DOC.md §14.1 Skills/Feats	Echoing Trigger	skill	ALL triggers repeat once (once per card per scoring pass).
DESIGN_DOC.md §14.1 Skills/Feats	Hungry Hippo	skill	Consumes cards dropped on it, adding their rank to its own up to a cap of 13 total; returns them at game end.
DESIGN_DOC.md §14.1 Skills/Feats	Sin of Gluttony	skill	Upgraded Hippo: no value cap, can be fed from anywhere including decks, and permanently consumes fed cards.
DESIGN_DOC.md §14.1 Skills/Feats	Frankenstein	skill	On submit, merges with the card above and below into a 3-card merged stack that stays in the zone after scoring.
DESIGN_DOC.md §14.1 Skills/Feats	Sliced Bread	skill	On submission, if a same-suit card is later down the stack, gain a point per card in between.
DESIGN_DOC.md §14.1 Skills/Feats	Gold card	skill	Money-token card; heavy, so it always sinks to the bottom of the deck.
DESIGN_DOC.md §14.1 Skills/Feats	Exchange Voucher	skill	Usable from the deck: swap it with any card currently on screen.
DESIGN_DOC.md §14.1 Skills/Feats	Eye of God	skill	See all decks (including the rule deck) and their true descriptions.
DESIGN_DOC.md §14.1 Skills/Feats	Hand of God	skill	Move cards to any location on the board; reorder cards inside a deck.
DESIGN_DOC.md §14.1 Skills/Feats	Foot of God	skill	Switch locations with any card currently on screen.
DESIGN_DOC.md §14.1 Skills/Feats	Mystery Box	skill	On game start, becomes a random skill.
DESIGN_DOC.md §14.1 Skills/Feats	Pandora('s) Box	skill	On game start becomes a random skill; on game end resets back to Pandora Box.
DESIGN_DOC.md §14.1 Skills/Feats	Utter Chaos	skill	Becomes a random skill on every Next.
DESIGN_DOC.md §14.1 Skills/Feats	HONK	skill	On cue (tap), makes a honk noise; unlimited uses.
DESIGN_DOC.md §14.1 Skills/Feats	Avalanche (catalog entry)	skill	After scoring, all cards on board attack the scoreboard: goal score reduced by the number of cards.
DESIGN_DOC.md §14.1 Skills/Feats	Storyteller	skill	Preserves some points into the next game.
DESIGN_DOC.md §14.1 Skills/Feats	Presentation	skill	Moving cards into ascending order gives multiplier points.
DESIGN_DOC.md §14.1 Skills/Feats	Cheat Day	skill	Cards remaining in the deck get a rank-up, rewarding winning early with cards to spare.
DESIGN_DOC.md §14.1 Skills/Feats	Press Bribery / Memory Wipe	skill	Extra life: on failing a city, keep going as if the player had won; possibly a straight win if held to the end.
DESIGN_DOC.md §14.1 Skills/Feats	Common (chain)	skill	Doubles the chance of Rare cards appearing.
DESIGN_DOC.md §14.1 Skills/Feats	Rare (chain)	skill	Doubles the chance of Epic cards appearing.
DESIGN_DOC.md §14.1 Skills/Feats	Epic (chain)	skill	Doubles the chance of Legendary cards appearing.
DESIGN_DOC.md §14.1 Skills/Feats	Spiderweb	skill	1 point per card diagonal to this card, in a cross/X shape.
DESIGN_DOC.md §14.1 Skills/Feats	Poker Crown (unnamed)	skill	When scored, this card and the 4 cards above it are scored together as a poker hand.
DESIGN_DOC.md §14.1 Skills/Feats	Column Poker (unnamed)	rule	Every 5 cards per column are scored as a poker hand.
DESIGN_DOC.md §14.1 Skills/Feats	Genie's Wish	consumable	Choose a card to create a copy of in the player's hand.
DESIGN_DOC.md §14.1 Skills/Feats	Discard Joker (unnamed)	skill	Allows discarding 1 Entrance card per turn; upgradable to more discards or more cards per discard.
DESIGN_DOC.md §14.1 Skills/Feats	Acrobat (unnamed charge example)	skill	Has 1 charge; triggers by cue, or auto-spends on Next if unused.
DESIGN_DOC.md §14.1 Skills/Feats	Reroll Blessing (unnamed)	skill	+1 reroll per game; repeated actions will not have the same results for the rest of the game.
DESIGN_DOC.md §14.1 Skills/Feats	Ringmaster	type	No suit/rank; starts in the Entrance; always grabbable; can be placed anywhere uncovered; survives submission.
DESIGN_DOC.md §14.1 Skills/Feats	Label / Evident	rule	Announces its rule-deck effect on the board even while the rule deck stays hidden.
DESIGN_DOC.md §14.2 Stamps	Double Trigger	stamp	Card's effects trigger twice.
DESIGN_DOC.md §14.2 Stamps	Revealing (Eye)	stamp	Card triggers even when hidden/covered.
DESIGN_DOC.md §14.2 Stamps	Global	stamp	Card is active from anywhere, including inside decks.
DESIGN_DOC.md §14.2 Stamps	Money on Trigger	stamp	Gain money whenever the card triggers.
DESIGN_DOC.md §14.2 Stamps	Maximum Effort / Exhaust	stamp	Double (or flat bonus) points from this card on score; only refreshes if the card is NOT played/scored the following show.
DESIGN_DOC.md §14.2 Stamps	Always-grabbable (unnamed)	stamp	This card can always be picked up regardless of stack legality.
DESIGN_DOC.md §14.3 Types	Paper	type	Default/basic material with no special effect.
DESIGN_DOC.md §14.3 Types	Stone	type	Stubbed material type with no defined effect yet.
DESIGN_DOC.md §14.3 Types	Heavy	type	Sinks to the bottom of the deck after shuffling.
DESIGN_DOC.md §14.3 Types	Light	type	Rises to the top of the deck (counterpart to Heavy, never built).
DESIGN_DOC.md §14.3 Types	Earth / Air / Water / Fire materials	type	Elemental materials with custom movement, such as always sitting on top or bottom of a stack.
DESIGN_DOC.md §14.3 Types	Input	type	Zone-header type: on Next, drops its held stack to the paired lower column, then draws a new card.
DESIGN_DOC.md §14.3 Types	Booster / Talent pack	type	Card-pack generation type used on the map.
DESIGN_DOC.md §14.3 Types	First / Second / Final Act (type entry)	type	Deck-position control types (see §11 Act types).
DESIGN_DOC.md §14.3 Types	Leader (type entry)	type	Type that starts a card on the board or in the Entrance and boosts its group.
DESIGN_DOC.md §14.3 Types	Immovable (unnamed)	type	Type that resists being moved once placed.
DESIGN_DOC.md §14.4 Rule cards	Input Adder (upper)	rule	Adds 1 Entrance input column per copy in the rule deck.
DESIGN_DOC.md §14.4 Rule cards	Zone Adder (lower)	rule	Adds 1 Ring column per copy in the rule deck.
DESIGN_DOC.md §14.4 Rule cards	OG Grabber	rule	Provides the default grab legality: ascending/descending runs, no same-suit stacking.
DESIGN_DOC.md §14.4 Rule cards	OG Placer	rule	Provides the default placement legality rule.
DESIGN_DOC.md §14.4 Rule cards	Cascade Scorer	rule	Performs the whole-board row/column scoring pass.
DESIGN_DOC.md §14.4 Rule cards	Poker Evaluator	rule	Performs best-poker-hand evaluation per line.
DESIGN_DOC.md §14.4 Rule cards	Boss/hazard rule cards	boss	Temporary negative rule cards that self-destruct after the game/show ends.
DESIGN_DOC.md §14.5 Summary-only cards	Helium Card	type	Named version of the Light material: rises during Next.
DESIGN_DOC.md §14.5 Summary-only cards	The Acrobat (summary)	skill	Grabbable even when covered.
DESIGN_DOC.md §14.5 Summary-only cards	The Anarchist (summary)	boss	Disables all other Rule cards while in the Ring.
DESIGN_DOC.md §14.5 Summary-only cards	Ghost Card (summary)	stamp	Doesn't block Spotlight for cards beneath it.
DESIGN_DOC.md §14.5 Summary-only cards	Searing Knife (summary)	skill	On score, burns its column, locking it for 2 turns.
DESIGN_DOC.md §14.5 Summary-only cards	Sliced Reality (summary)	skill	Splits a column into two, or merges two columns into one.
DESIGN_DOC.md §14.5 Summary-only cards	Tappable Clown (summary)	skill	3 taps: randomizes adjacent cards.
DESIGN_DOC.md §14.5 Summary-only cards	Symmetrical Show (rule)	rule	Poker hands are also evaluated vertically, not just horizontally.
DESIGN_DOC.md §14.5 Summary-only cards	Wildcard Pip (summary)	rank	Adopts the rank/suit of the card below it.
DESIGN_DOC.md §15 Map v1 (Minesweeper)	Minesweeper board	boss	Full deck laid face-down; only cards adjacent to a revealed card can be clicked; clicking triggers a battle for that card and reveals its neighbors; win by uncovering all cards.
DESIGN_DOC.md §15 Map v1 (Minesweeper)	Special map squares	boss	Special squares carry fixed effects, e.g. all 7-value squares are shops; higher ranks are likelier toward the center (probability rings).
DESIGN_DOC.md §15 Map v1 (Minesweeper)	Map click seeds next drop	rule	Clicking a map card made it the first card dropped in the next match.
DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map choice	rule	Player chooses from the next 3 card options; picking moves them up a tier while keeping the triangle shape; moving left permanently loses the right lanes (and vice versa), the middle loses both outer lanes.
DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map boss phase	boss	Every few rows features a boss phase, drawable as terrain, with fights possibly restricted to boss phases only.
DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map holes/packs	rule	The triangle can have holes; nodes should contain card packs rather than just single cards.
DESIGN_DOC.md §15 Map v3 (Biome tour)	Biome tour structure	rule	Level/act/world structure where traveling through biomes affects map generation, with Umamusume-style fame gates roughly every 10 levels.
DESIGN_DOC.md §15 Map v3 (Biome tour)	Fog of war on choices	rule	Fog of war obscures further map choices ahead, themed as 'going on tour.'
DESIGN_DOC.md §15 Map v3 (Biome tour)	Negative weather effects	boss	Weather events impose negative effects, framed as 'the show must go on.'
DESIGN_DOC.md §15 Map v4 (FTL, latest)	FTL constellation map	rule	A constellation/DAG map with no backtracking; touring city to city builds fame; environmental hazards and surprise weather occur en route.
DESIGN_DOC.md §15 Map v4 (FTL, latest)	Tour pre-planning	rule	Players open by planning their tour (choosing which cities to visit); beginners plan small tours, veterans plan longer routes.
DESIGN_DOC.md §15 Map v4 (FTL, latest)	Town size score requirements	rule	Small towns vs. big cities carry different score requirements.
DESIGN_DOC.md §15 Map v4 (FTL, latest)	Overscoring ramps requirements	rule	Overscoring ramps up future score requirements, so the player balances declaring a big score (fame wagering) against the risk of missing it.
DESIGN_DOC.md §15 Map v4 (FTL, latest)	Fame improves offer rarity	unknown	Total accumulated fame improves the rarity odds of card offers.
DESIGN_DOC.md §15 Map v4 (FTL, latest)	Endless mode unlock	unknown	Finishing the final city wins the run and unlocks endless mode, repeating the final city with guaranteed repeating choices until the player loses.
DESIGN_DOC.md §15 Map v4 (FTL, latest)	Map alternative topologies	rule	Alternatives considered: no final city (circle the map), must return to start, or visited points become revisitable after enough time passes.
DESIGN_DOC.md §15 Map v4 (FTL, latest)	Hype mechanic	rule	Voluntarily double the fame required for the next show in exchange for better goodies.
DESIGN_DOC.md §15 Map (implemented)	MapNodeRoles	rule	Deterministically assigns show/booster/anchor roles to map nodes from the run seed.
DESIGN_DOC.md §15 Map (implemented)	Booster node packs	rule	Booster nodes force-add a 5-card pack that the player takes in full.
DESIGN_DOC.md §15 Map (implemented)	Endless lap reversal	unknown	Finishing a lap enters endless mode: the tour reverses end-to-start on the same map, with goals scaling per lap and traveled history accumulating.
DESIGN_DOC.md §15 Map (implemented)	Goal curve formula	rule	Show goals follow G0 x (N-hat/N0)^ALPHA x difficulty x BOSS x LAP^lap, baked per progress step with a monotone clamp.
DESIGN_DOC.md §15 Map (implemented)	Overscore tax retired	rule	The overscore tax was retired: wins now bank the full score as fame with no separate penalty.
DESIGN_DOC.md §15 Map (implemented)	Fame gates pack rarity	rule	Accumulated fame raises a run-wide luck value that gates stamp/skill/type rolls in packs.
DESIGN_DOC.md §15 Map content & UX	Card pack node offers	rule	Nodes offer card packs, or occasionally rarer single cards; packs show at least 1 guaranteed card in the map preview.
DESIGN_DOC.md §15 Map content & UX	Disaster card packs	rule	Disaster card packs can appear on the board as a choosable option.
DESIGN_DOC.md §15 Map content & UX	Biome/route meta-unlocks	unknown	More biomes and extended routes can be unlocked with meta progress.
DESIGN_DOC.md §16 Economy & Shop	Cards as currency	rule	Cards themselves are the currency; there is no abstract gold, only trading in cards.
DESIGN_DOC.md §16 Economy & Shop	Gold token cards	type	Gold cards are heavy token cards minted by Producer-class effects or money-on-trigger stamps.
DESIGN_DOC.md §16 Economy & Shop	Card-stack shop pricing	rule	Shop cost is a stack of cards at the bottom, randomly chosen from the player's deck to be equivalent to the listed price, so buying doubles as deck thinning.
DESIGN_DOC.md §16 Economy & Shop	Escalating reroll cost	rule	Shop reroll/refresh costs increase with each use.
DESIGN_DOC.md §16 Economy & Shop	Mana cards	type	Any card can serve as a resource instead of an abstract mana bar.
DESIGN_DOC.md §16 Economy & Shop	Shop-as-board-buttons	rule	Shops are built out of the game board itself; every button (e.g. reroll) is a tappable card.
DESIGN_DOC.md §16 Economy & Shop	Carnival meta-shop	unknown	The Carnival meta-shop lets the player spend prestige to improve odds of cards/events on the map, but this also raises the score required per show.
DESIGN_DOC.md §16 Economy & Shop	Exponential price curve	rule	Card power/cost sits on an exponential curve: stronger cards are priced cheaper than linear scaling would suggest, since high cost trades off against flexibility.
DESIGN_DOC.md §17 Turn Resources	Discard-driven board building	rule	Discards are a main method of building the board: repeatedly discard Entrance cards until getting what's wanted, then let them drop; an upgrade chain grants more discards or more cards per discard.
DESIGN_DOC.md §17 Turn Resources	1 free undo per turn	rule	1 free undo is granted per turn by default and does not carry over.
DESIGN_DOC.md §17 Turn Resources	+1 reroll per game (turn resource)	consumable	+1 reroll per game; repeated actions will not have the same results.
DESIGN_DOC.md §17 Turn Resources	Cards cannot retire until scored	rule	Cards cannot be sold/removed until they have scored or their ability has activated.
DESIGN_DOC.md §18 Rarity, Packs & Collection	Rarity visual tiers	unknown	Different rarities get different borders, shines, and possibly holographic effects.
DESIGN_DOC.md §18 Rarity, Packs & Collection	Power-sort rarity	unknown	Rarity is determined by how far a base effect has been power-climbed into a stronger version of the same idea (e.g. Hippo to Sin of Gluttony).
DESIGN_DOC.md §18 Rarity, Packs & Collection	Talent pack mulligan	rule	Booster packs are opened by mulliganing the results arena-style; contents are previewable, mulligan count is upgradable, and unseen effects show a question mark.
DESIGN_DOC.md §18 Rarity, Packs & Collection	Slot-machine pack opening	unknown	Pack opening shows all possible contents in the background, slot-machine styled, with results seed-fixed.
DESIGN_DOC.md §18 Rarity, Packs & Collection	Secret meld unlocks new rules	skill	Cards can carry secret on-add-to-deck effects that add entirely new rules once discovered.
DESIGN_DOC.md §19 Meta Progression	Card unlock tracks	unknown	Dual unlock system: specific in-game actions unlock specific cards, while a threshold/achievement-pass track unlocks commons via generic, order-independent progress and rares via archetype-specific play.
DESIGN_DOC.md §19 Meta Progression	Prestige meta-shop	unknown	Wins grant prestige currency spent in the Carnival meta-shop on map odds, starting resources, true vision, guaranteed cards/packs, a full unlock reset, or the custom deck editor; spending raises per-show score requirements.
DESIGN_DOC.md §19 Meta Progression	Ascensions	unknown	Each ascension adds a chosen negative card into the deck or rules deck, resolving the overlap with prestige debuff-for-points ideas.
DESIGN_DOC.md §19 Meta Progression	Lore scraps unlock	unknown	Wins/actions unlock lore scraps.
DESIGN_DOC.md §19 Meta Progression	Event-recycled prestige	unknown	An in-run event grants temporary prestige points to allocate, reusing the meta-progression system mid-run.
DESIGN_DOC.md §19 Meta Progression	Storyteller cross-game persistence	skill	Scoring done outside the main game carries into the next game, e.g. via the Storyteller card preserving points between games.
DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Formation alt win cons (rejected)	unknown	Rejected: alt win conditions tied to formations, since a crafted deck can guarantee the formation every time.
DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Suit-punishing hazard towns	boss	Towns punish specific suit scoring (Knifetown scores knives at 0, similarly Firetown/Juggletown/Hooptown); performing at a volcano adds lava hazards.
DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Score goal per-layer increment	rule	Score goal increments per match, currently x1.1 per layer.
DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	High-score luck gates	unknown	Progress is gated behind occasional extreme high scores that demand luck or complicated decks, pushing toward dynamic, animated builds.
DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Quests (TFT-style)	unknown	Extremely random conditions cause permanent effects, emphasizing unlocking; effects upgrade themselves into better versions when conditions are met.
DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Debuff statuses	type	Cards can catch statuses via the status array, e.g. Exhausted (loses a rank at round end if it appeared on board this show).
DESIGN_DOC.md §21 Events & Encounters	History-driven strike/tax events	unknown	Run behavior triggers events: sacrificing too many talents causes a union strike; hoarding too many cards causes tax evasion (lose a portion of basic cards).
DESIGN_DOC.md §21 Events & Encounters	Mini-game score-free events	unknown	Some encounters replace score-to-win with alternate win-con puzzles, e.g. 'trigger 5 times to win.'
DESIGN_DOC.md §21 Events & Encounters	Forbidden-solitaire event mode	unknown	An event mode variant where clicking cards sends them directly to the player's hand.
DESIGN_DOC.md §25 Cross-Reference	Effect-order deck viewer	skill	An effect-viewer that shows skill trigger order even when the deck is randomized (could itself be implemented as a skill).
DESIGN_REFERENCES.md §A1 The Ancient World	The First Juggler	unknown	An ancient Balls-suit card grants an oldest-trick-in-the-book bonus for scoring the simplest possible meld.
DESIGN_REFERENCES.md §A1 The Ancient World	Dedi's Resurrection	skill	Restore one destroyed card per show.
DESIGN_REFERENCES.md §A1 The Ancient World	Cups and balls minigame	unknown	A three-facedown-cards shuffle minigame usable in shops/events; the humblest commons can be buffed by an 'oldest trick' tag.
DESIGN_REFERENCES.md §A1 The Ancient World	Bull-leap vault	skill	When a boss attacks a column, this card dodges the attack and scores instead.
DESIGN_REFERENCES.md §A1 The Ancient World	Circus Maximus race show	boss	Reach the goal score within N turns.
DESIGN_REFERENCES.md §A1 The Ancient World	Arena/naumachia town	boss	Arena towns only let Danger-tagged cards score; a naumachia event floods the board's bottom rows.
DESIGN_REFERENCES.md §A1 The Ancient World	Panem et circenses free show	unknown	Give a free show: zero gold earned, big fame gain, town loyalty increased.
DESIGN_REFERENCES.md §A1 The Ancient World	Hippodrome factions	boss	Each show, an audience faction favors one suit; ignoring them too long spawns a Riot boss.
DESIGN_REFERENCES.md §A1 The Ancient World	Hundred Entertainments deck	unknown	A 100-card variant deck of all commons, focused on combo scoring.
DESIGN_REFERENCES.md §A1 The Ancient World	Sword swallowing (fakir)	skill	Swallow a Knife-suit card into this card; produce it later at increased rank.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Jack-of-all-trades	skill	Counts as every class at once, but at half effect (masters none).
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Fool's License	skill	Ignore one rule card of the player's choice while this card is spotlit.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	The Marotte	stamp	The card carries a mini-copy of itself; if destroyed, the copy survives at rank 1.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Misrule show	unknown	For one show, all ranks are reversed (2 counts high, King counts low); winning it pays huge tips.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Charivari opening	rule	Turn-1 bonus for flooding the Ring with many low-rank cards at once.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Commedia dell'arte roster	type	An entire face-card family or leader roster built from stock commedia characters.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Lazzi trigger-macros	skill	Equippable trigger-macros: small scripted combos a card can rehearse.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Punch	skill	Beats adjacent cards for points.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Till Eulenspiegel deal	unknown	A trickster's deal does exactly what its text says, not what was meant (monkey's-paw style reward).
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Mobile pageant zone	rule	A zone/column relocates each turn.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Bartholomew Fair town	boss	Every shop type is available at once, but pickpocket events fire between purchases.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Mountebank tonics	consumable	Cheap buffs with a chance of doing nothing (being water).
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Outlawed cards	type	Cards banned in pious towns (cannot score there) but score double in others; persecution can spawn an underground-shows event chain.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Misdirection theft	unknown	When the biggest meld of a submit scores, a pickpocket event may trigger, or a card steals from the town for bonus gold.
DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	The Discoverie	consumable	A book card that reveals every Gaff/fake in play; banned in some towns.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Head of state attends	unknown	Pass the show to permanently raise the fame floor.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Courier	skill	A card straddles two columns at once, scoring in both.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Antique poster / benefit show	unknown	An antique poster found at a node becomes a real card; a benefit-show event sends all proceeds to one card, massively buffing it.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Self-granted title	stamp	A card names itself Rare, counting as one rarity higher for effect purposes only (not for drop pools).
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Gentling	rule	Animal cards can be buffed into loyalty instead of being consumed, as an alternative to eating mechanics.
