source	name	slot_guess	mechanic
gam draft.txt:1225	La Belle Lucie redeal limit	rule	La Belle Lucie: three tries to win; redeal reshuffles all cards and redistributes in threes.
gam draft.txt:1227	La Belle Lucie merci rule	rule	La Belle Lucie: if no moves or redeals remain, one merci move is allowed, shifting a card position up or down by one.
gam draft.txt:1229	Poker Patience base rule	rule	Poker Patience: lay out 25 cards into a 5x5 square, forming 10 poker hands from the 5 rows and 5 columns.
gam draft.txt:1230	Poker Patience adjacency placement	rule	Poker Patience variant: each new card placed must be adjacent or diagonal to a previously placed card, so the first card can end up anywhere in the final square.
gam draft.txt:1232	Poker Patience win threshold	rule	Poker Patience: win if the total added score across rows and columns reaches 200 under Barry Scoring.
gam draft.txt:1233	Poker Patience diagonal scoring variant	rule	Poker Patience variant: also count the 2 longest diagonals for additional scoring.
gam draft.txt:1234	Poker Patience PvP mode	rule	Poker Patience PvP: one player calls out the next card and both players build their own square with the same cards in the same order.
gam draft.txt:1235	Poker hand scoring table	rule	Poker Patience scoring table (UK vs Barry scoring) for pair/two pair/three of a kind/straight/flush/full house/four of a kind/straight or royal flush.
gam draft.txt:1262	5x5 grid entrance placement redesign	rule	Core redesign: entrance shows top 5 cards as normal, but the player freely chooses where in a 5x5 grid below to place each one.
gam draft.txt:1263	3 grids side by side, commit to one	rule	Each game fills 3 side-by-side 5x5 grids; card effects can influence other grids; player chooses which grid the next 5 entrance cards go into but must commit to a single grid once chosen.
gam draft.txt:1264	Rows spanning multiple grids	rule	Allow super-long rows that span across multiple grids.
gam draft.txt:1266	Cards bounce/swap between grids	skill	Card effects that can bounce cards to other grids or swap places between grids.
gam draft.txt:1267	No-adjacency placement with shifting	rule	Alternative: no restriction requiring cards be placed near others, but with a shifting mechanic where a second card placed 5 away determines the first card's final position.
gam draft.txt:1268	Ring unlocks per 25 deck cards	rule	Increase the number of grids/rings relative to cards in the deck, e.g. every 25 cards in the deck unlocks a new ring (with a max ring cap to avoid excess).
gam draft.txt:1268b	Column-locked entrance placement	rule	Restrict each column to accept only 1 entrance card, from any of the 5 entrance cards, rather than free column choice.
gam draft.txt:1268c	Cross-path entrance bonus	skill	Card effect that rewards entrance cards crossing each other's paths on the way to their destination column.
gam draft.txt:1268d	End show early with good entrance	rule	Entrance cards are global by default; during the final performance, the player can choose to end early if the current entrance cards are good.
gam draft.txt:1268e	Per-ring independent entrances	rule	Each ring/grid has its own independent 5-card entrance, and the player can play them in any order between rings, triggering effects whenever.
gam draft.txt:1269	3D stacking as extra rows/cols	rule	Allow stacking cards on top of each other on the grid, adding a 3D element that functions as theoretical additional rows/columns.
gam draft.txt:1270	Global vs ring-local card effects	skill	Grid-based card effects can be scoped as global (all grids) or local to a single ring.
gam draft.txt:1271	Trigger cross-ring effects while placing	skill	Allow using trigger effects from other rings while placing a card in the currently chosen ring.
gam draft.txt:1273	Non-5x5 ring layouts with hazards	map	Allow alternative ring layouts that are not 5x5, including prefilled zones with cards or hazards.
gam draft.txt:1274	Immediate vs delayed row/col scoring	rule	Choice between scoring a completed row/column immediately on completion versus scoring everything at the end; card effects could trigger specifically on completion, rewarding early vs late finishers.
gam draft.txt:1276	Built-in symmetric PvP mode	rule	Built-in PvP mode: both players start with the same deck and aim for the highest score.
gam draft.txt:1277	Unused entrance cards persist	rule	Unused entrance cards stay in place for the next round rather than being replaced.
gam draft.txt:1279	Mahjong hand check across ring	rule	Check whether a ring satisfies mahjong-style hands, e.g. 4 triplets and a pair across its 5 rows or 5 columns.
gam draft.txt:1280	Empty-zone rank buff (mancala effect)	skill	Manipulate what an empty zone does to the next card placed on it, e.g. a mancala-style effect where a zone temporarily raises the rank of whatever is placed there (shown as +X).
gam draft.txt:1284	Poker shuffle: pre-commit reshuffle	skill	Poker Shuffle rule: allows shifting placed cards around before all 25 grid spaces are filled, effectively allowing a perfect hand.
gam draft.txt:1290	Spite and Malice communal foundations	rule	Spite and Malice: dispose of cards into up to 4 communal foundations built 1 through Queen (suits irrelevant, king wild); completed foundations are set aside.
gam draft.txt:1291	Spite and Malice waste-pile rule	rule	Spite and Malice: personal waste piles accept 1 discard per turn and can only stack same-or-one-lower rank; top waste card can move to a foundation.
gam draft.txt:1299	Beggar My Neighbor number-card play	rule	Beggar My Neighbor: play continues normally on number cards (2-10).
gam draft.txt:1300	Beggar My Neighbor forfeit rule	rule	Beggar My Neighbor: playing a face card forces the next player to pay a forfeit (4 cards for ace, 3 for K, 2 for Q, 1 for J).
gam draft.txt:1301	Beggar My Neighbor pile-win rule	rule	Beggar My Neighbor: if all forfeit cards are non-face, the face-card player takes the whole middle pile; a face card among the forfeit passes the effect to the new face card.
gam draft.txt:1305	Snap matching-pile call	rule	Snap: if a newly revealed card matches rank with any other player's pile, first to call 'snap' wins both piles.
gam draft.txt:1307	Slapjack slap-on-jack rule	rule	Slapjack: everyone places a card in the middle; if it's a jack, first to slap the pile wins it.
gam draft.txt:1308	War tie-breaking rule	rule	War: higher rank wins both cards; on a tie, both players place face-down cards and the next comparison's winner takes everything.
gam draft.txt:1311	Go Fish ask-and-fish rule	rule	Go Fish: ask another player for a rank you hold; if they have it they hand it over, otherwise you draw ('fish') from stock.
gam draft.txt:1314	Cheat bluff-discard rule	rule	Cheat: discard face-down while announcing (possibly falsely) what rank you're playing; next player can claim one rank higher, lower, or the same.
gam draft.txt:1315	Cheat call-out resolution	rule	Cheat: calling 'cheat' makes the accused pick up the whole pile if lying, or the caller picks it up if the accused was truthful.
gam draft.txt:1318	Old Maid pair-discard rule	rule	Old Maid: discard strict pairs from your hand; goal is to not be left holding the queen.
gam draft.txt:1320	Spit legal-stack speed rule	rule	Spit/Speed: no turn order; players race to empty their hand onto shared center stacks under standard legal-stacking rules.
gam draft.txt:1325	Rummy meld types	rule	Rummy: scoring melds are a 3+ same-suit consecutive run, or a 3-4 same-rank set.
gam draft.txt:1326	Rummy win condition	rule	Rummy: first to arrange the whole hand into melds with exactly 1 card left to discard wins.
gam draft.txt:1328	Rummy early-meld risk	rule	Rummy: melds can be placed face-up early to guarantee they count, but this risks other players adding to them for their own points.
gam draft.txt:1331	Gin Rummy early-end scoring	rule	Gin Rummy: a player can end the round early if mostly done with combinations, and is rewarded for having more complete combinations than opponents.
gam draft.txt:1333	500 Rummy free-meld-adding	rule	500 Rummy: any player, regardless of turn order, can add to existing melds and take more than the top discard.
gam draft.txt:1334	500 Rummy turn-stealing	rule	500 Rummy: a player can steal a turn if an opponent discards a card that could extend another meld.
gam draft.txt:1338	Canasta rank-based wildcards	rule	Canasta: certain ranks (e.g. 2s) act as wildcards.
gam draft.txt:1340	Crazy Eights wild-suit rule	rule	Crazy Eights: eights are wild and choose the next suit; must stack matching suit or rank; drawing up to 3 cards if unable to play.
gam draft.txt:1342	Mau Mau wildcard/win-call rule	rule	Mau Mau: jacks are wild, no redeal limit; must call 'Mau' on your last card, 'Mau Mau' if that card is wild.
gam draft.txt:1343	Neuner 9s-wild variant	rule	Neuner: like Mau Mau but 9s are wild plus an added Joker, and players may draw at will.
gam draft.txt:1346	Switch chaining +2/+4/skip/reverse	rule	Switch: ace is wild; 2s are +2 (chainable), 4s are +4 (chainable), 8 skips a turn, jack reverses turn order.
gam draft.txt:1351	Fan Tan foundation-build rule	rule	Fan Tan: 7s are foundation cards; can only extend with a same-suit card one rank higher or lower; unable-to-play forfeits a chip.
gam draft.txt:1352	Trump Fan Tan wild-suit rule	rule	Trump Fan Tan: one suit is wild; a wild-suit card taking another card's place forces that card to be played to the wild foundation.
gam draft.txt:1353	Crazy Tan escalating draw penalty	rule	Crazy Tan: unable-to-move players draw and skip, with the required draw increasing by 1 for each consecutive skip until someone moves.
gam draft.txt:1357	Whist trump-suit reveal	rule	Whist: the first card revealed determines the trump suit for the hand.
gam draft.txt:1358	Whist trick-taking rule	rule	Whist: highest card of the leading suit wins the trick, unless a trump is played, in which case the highest trump wins; trick winner leads next.
gam draft.txt:1366	Oh Hell bid-exact-tricks rule	rule	Oh Hell!: players bid exactly how many tricks they intend to win after seeing their hand, capped at the hand size.
gam draft.txt:1368	Oh Hell scoring rule	rule	Oh Hell!: 1 point per trick won, plus 10 bonus points for hitting your exact bid.
gam draft.txt:1369	Bid-before-play mechanic proposal	skill	Proposed bid mechanic for this game: bet before play to gain extra points for hitting an exact number of melds.
gam draft.txt:1371	Romanian Whist variable hand size	rule	Romanian Whist: each round deals a different number of cards; must follow trump suit if unable to follow the leading suit.
gam draft.txt:1373	Ninety-Nine suit-value bidding	rule	Ninety-Nine: discard 3 of 12 cards to set your bid, where club=+3, heart=+2, spade=+1, diamond=+0.
gam draft.txt:1379	Hearts avoid-scoring rule	rule	Hearts: avoid winning tricks containing hearts (1 point each) or the queen of spades (13 points).
gam draft.txt:1381	Hearts-style negative-suit boss mechanic	boss	Boss mechanic where certain suits cause a meld to score 0 or negative if scored.
gam draft.txt:1383	Pinochle meld types	rule	Pinochle: melds include runs (A-K-Q-J-10), marriages (King-Queen), the pinochle meld (J diamond + Q heart), and sets (4 Qs).
gam draft.txt:1385	Adjacency-required marriage melds	rule	Add marriage-style melds that require cards to be exactly adjacent rather than merely in the same row/column.
gam draft.txt:1387	Auction Pinochle bidder-only meld	rule	Auction Pinochle: only the auction winner picks trump and can score melds; other players act as defenders.
gam draft.txt:1389	Setback point-card trick bidding	rule	Setback/Pitch: different cards are worth different points, and players bid on how many point-carrying tricks they can win.
gam draft.txt:1393	Cribbage phase-1 stack-to-31	rule	Cribbage phase 1: play cards building a running total up to 31 (ace=1, faces=10).
gam draft.txt:1394	Cribbage phase-1 scoring events	rule	Cribbage phase 1 scores for: total of exactly 15, pairing the opponent's last card, first card being a jack, or a sequence of 3+ consecutive cards (order-independent).
gam draft.txt:1397	Cribbage phase-2 hand scoring	rule	Cribbage phase 2: score the played hand for 15-combinations, pairs, runs, 4/5-card flushes, and a jack.
gam draft.txt:1399	President climbing-rank rule	rule	President: each turn plays equal-or-higher rank or passes; 2s are highest, suit irrelevant.
gam draft.txt:1400	President matched-count play rule	rule	President: subsequent players must match the number of cards the first player placed, at increasing rank.
gam draft.txt:1402	President scum tribute rule	rule	President: the last player to empty their hand ('Scum') must give their two highest cards to the winner.
gam draft.txt:1403	President Palace hidden-hand variant	rule	Palace variant of President: play with 3 private cards, 3 face-up cards, and 3 face-down cards, playable only after the previous set is used.
gam draft.txt:1406	Blackjack bust rule	rule	Blackjack: score exactly 21 to win; going over 21 loses instantly.
gam draft.txt:1410	Entrance-set betting proposal	skill	Proposed betting system comparing the value of the current entrance set versus the next entrance set.
gam draft.txt:1414	Monopoly pay-to-unlock squares	map	Monopoly-inspired: certain map squares require sacrificing/paying a card to unlock before use.
gam draft.txt:1417	Tetris shape-matching bonus tiles	skill	Tetris-inspired: certain board tiles want a random preset Tetris-piece shape placed on top (rotatable) for a bonus, matched by suit or rank.
gam draft.txt:1420	Pyramid pair-removal rule	rule	Pyramid/Golf Solitaire: remove pairs of cards from the board if they match or sum to 13.
gam draft.txt:1421	Pyramid entrance-match removal	rule	Pyramid/Golf Solitaire variant: remove a board card if it matches the current entrance card by a rule such as rank +/-1.
gam draft.txt:1423	Free Cell reserve slots	skill	Free Cell-style reserve/free slots that can hold cards (possibly via stacking) and be grabbed anytime.
gam draft.txt:1425	Devil's Grip +3 rank stacking	rule	Devil's Grip Solitaire: stacking requires strictly +3 rank, with the starting row determining the sequence.
gam draft.txt:1427	Beehive four-of-a-kind removal	rule	Beehive Solitaire: allows removing a four-of-a-kind 'swarm' from the board.
gam draft.txt:1429	31/99-style fixed point values	rank	31/99-style rank values: ace worth 1 or 11, 10 worth -10, King worth 99, others their rank; goal is reaching a target total.
gam draft.txt:1431	Loaned temporary cards	skill	Loaned cards: temporary cards that last only a few rounds (Game of Life reference).
gam draft.txt:1433	Sets-of-3 rank boost (Risk)	skill	Risk-inspired: sets of 3 matching cards trigger effects such as increased ranks.
gam draft.txt:1435	Sudoku-rule grid bonus	rule	Sudoku-inspired: if the ranks in the grid satisfy Sudoku constraints, grant a bonus.
gam draft.txt:1437	Minesweeper bomb-prefilled grid	boss	Minesweeper-inspired: rings prefilled with random bombs; number tiles indicate nearby bombs; placing a card on a bomb lowers its value.
gam draft.txt:1439	Checkers hop-capture card	skill	Checkers-inspired 'frog' card: allowed to hop over existing cards.
gam draft.txt:1441	Wordle-style hidden target card	skill	Wordle-inspired card: sets a randomized target rank/suit combo and reports whether the last placed card is wrong, close (wrong position), or correct; first correctly-placed row/column wins.
gam draft.txt:1445	Neighbor-type value bonus (3-Ring Circus)	skill	3-Ring Circus board game reference: cards care about the type of cards to their left/right to increase their own value.
gam draft.txt:1448	Autochess-style ring type combo	rule	Autochess-inspired: multiple copies of a class/type of card within a single ring create special scaling effects, e.g. tying hoop/ball/fire/knife prop synergies to a same-type count in that ring.
gam draft.txt:1451	Boss: adjacency-only placement	boss	Boss variant of entrance cards: only allows placing cards adjacent to each other when placing on the grid.
random potential effects.csv:3	Double trigger (seal)	stamp	Seal: this card's effect triggers twice.
random potential effects.csv:3	Earth material (bottom of deck)	type	Earth material type stays on the bottom of the deck.
random potential effects.csv:3	Sandwich card	skill	On submission, if there is a same-suit card later down the stack, gain a point for each card in between.
random potential effects.csv:3	Selection sort card	skill	Card moves up one position if the card above it has a smaller rank.
random potential effects.csv:3	More Poker card	skill	Poker hands give double the points.
random potential effects.csv:3	Spaceship card	skill	This card can be placed in 'the void' (an otherwise-illegal empty/off-board slot).
random potential effects.csv:3	Deck auto-slotter	skill	While in the deck, if an open card with a legal slot is ever available, this card moves from the deck into that slot.
random potential effects.csv:3	Discard-to-deck on score	skill	On score, put 2 random cards from the discard pile back into the deck; an Exhaust variant skips the whole discard step.
random potential effects.csv:3	Egg card	skill	When submitted, this card instead becomes a completely random other card of higher rank.
random potential effects.csv:3	Champion card	skill	Cards of the same rank directly above or below this card are discarded.
random potential effects.csv:3	Hippo card	skill	When a single card is placed on top of this card, consume it and gain its rank in value (rank wraps around).
random potential effects.csv:3	All In card	skill	On the next score, double the total score, then double the score needed for the next round.
random potential effects.csv:3	Deja Vu card	skill	This card remembers its board placement; the next time an open slot appears there, it moves there from anywhere.
random potential effects.csv:3	Frankenstein card	skill	When submitted, combines with the bottom and top cards into a 3-card merged stack that remains in the submission zone after scoring.
random potential effects.csv:3	Rabbit card	skill	If this card is clicked/grabbed, it moves away to the furthest orthogonal location.
random potential effects.csv:3	Robber card	boss	Between turns, robbers steal high-value cards from the board.
random potential effects.csv:4	Trigger even when hidden (seal)	stamp	Seal: this card's effect triggers even when hidden (covered).
random potential effects.csv:4	Air material (top of deck)	type	Air material type stays on top of the deck.
random potential effects.csv:4	Poker card (5-window)	skill	When this card is evaluated, it and the 4 cards above it are scored as a poker hand.
random potential effects.csv:4	Trap card	skill	Creates an extra empty space; the next card placed there instead goes below this card, and the empty space is removed.
random potential effects.csv:4	Goalpost card	skill	Enhances a random viable score type, which changes each game.
random potential effects.csv:4	Distancing card	skill	Card hovers at the top of the stack without blocking the card below it, and cannot be clicked (counts as an extra row).
random potential effects.csv:4	Pot of Greed card	skill	When this card sits alone in a slot, discard it and replace with two cards from the deck.
random potential effects.csv:4	Rewrite card	skill	On entering the board, remembers the cards below it; on submission, replaces the same number of cards below it.
random potential effects.csv:4	Paintbrush card	skill	Cards placed on top of this card become the same suit as it.
random potential effects.csv:4	The One Ring card	skill	Player always knows exactly where this card is; if it is permanently destroyed, the match is won.
random potential effects.csv:4	Lightning card	boss	Lightning strikes the highest-value card on the board, causing a shock effect.
random potential effects.csv:5	Trigger when in deck (seal)	stamp	Seal: this card's effect can trigger while still in the deck.
random potential effects.csv:5	Water material (moves down)	type	Water material type moves downward one position per turn.
random potential effects.csv:5	Non-scoring bonus card	skill	If this card is not part of any scoring hand, it gives 10 points.
random potential effects.csv:5	Parasite card	skill	Attaches to the next card placed on top of it; on submission, replaces the host card with the parasite card.
random potential effects.csv:5	Cheering Team card	skill	Each scored card of the same suit as this card gets extra points.
random potential effects.csv:5	Anything-stacks-here card	skill	Any card can be placed on top of this card.
random potential effects.csv:5	Future Sight card	skill	See the next 5 cards in the deck.
random potential effects.csv:5	Snake card	skill	Smaller-rank cards below this card are consumed, leaving behind a temporary body card of the same rank.
random potential effects.csv:5	Sniper card	skill	On next press, lowers the rank of the last-interacted card by one, discarding it if its rank reaches one.
random potential effects.csv:5	Jenga card	skill	Clicking a non-top card moves it to the top of the next-smallest stack, leaving an empty space; rows may have at most 4 empty spaces and must stay connected, or this card is discarded; empty spaces collapse once inactive.
random potential effects.csv:5	Hurricane card	boss	Cards in a donut shape get wet; the hurricane starts at a random category 1-5, moves, and weakens over time.
random potential effects.csv:6	Money on trigger (seal)	stamp	Seal: gain money whenever this card's effect triggers.
random potential effects.csv:6	Fire material (moves up)	type	Fire material type moves upward one position per turn.
random potential effects.csv:6	Spiderweb card	skill	Scores 1 point per card diagonal to this card, in a cross shape.
random potential effects.csv:6	Stowaway card	skill	This card moves to the free slot if it is open, after being scored.
random potential effects.csv:6	Combo card	skill	During scoring, cards gain temporary points equal to the hand they were scored in.
random potential effects.csv:6	Connect 4 mini-mode	map	Mini-game mode idea themed on Connect 4.
random potential effects.csv:7	Gold as money material	type	Gold cards act as money/currency.
random potential effects.csv:7	Effect-trigger point gain	skill	Whenever a card triggers its effect, gain a point.
random potential effects.csv:7	Tunneler card	skill	Single cards placed on this card move to the bottom of the stack.
random potential effects.csv:7	Noble Family card	skill	Each scored face card increases the points of the next scored face card by 1.
random potential effects.csv:7	Fishing minigame card	map	Place this card over the deck to trigger a fishing minigame to get a card from the deck.
random potential effects.csv:7	Tsunami card	boss	Washes from the bottom upward, lowering the max card-stack count, then recedes.
random potential effects.csv:8	Column card	type	Column-type card gives points to its column on score.
random potential effects.csv:8	Blackjack meld idea	skill	Blackjack-referencing scoring idea (unelaborated).
random potential effects.csv:8	Turntable card	skill	Flips the entire board vertically.
random potential effects.csv:9	Row card	type	Row-type card gives points to its row on score.
random potential effects.csv:9	Score input cards on submit	rule	On submit, score the entrance/input cards too, not just the board.
random potential effects.csv:9	FEMA mode	boss	After a number of weather cards, disaster relief becomes available.
random potential effects.csv:11	Earthquake card	boss	Scrambles the board.
random potential effects.csv:13	Tornado card	boss	Affects a 1x1 area, or a scaling area based on random tornado scale, wherever it is played.
random potential effects.csv:15	Eruption card	boss	Cards receive a burned effect that spreads in an expanding snake pattern, with no counter available.
random potential effects.csv:17	Monopoly card	skill	Playing a flush of five of a card removes that card from future generation.
random potential effects.csv:18	Fire spreading card	boss	Fire spreads to wood-type cards but is blocked by road-type cards.
random potential effects.csv:20	Windy Day card	boss	Cards randomly shift over by 1 row/column because it's too windy.
random potential effects.csv:22	Mini Metro mode	map	Mini-game mode: ends of straights become metro stations connected by the straights as lines, which must serve passengers over N turns.
random potential effects.csv:25	Boss fire-breathing fight	boss	A boss appears that must be defeated with specific hands or raw point damage while it slowly breathes fire onto the player's actual score.
random potential effects.csv:27	Vampire Survivors edge-eating	boss	Vampires begin eating cards at the board's edge over N turns; the player must play all of them to remove the threat.
random potential effects.csv:29	Amogus fake card	boss	A card is secretly fake: when played it loses score and ignores the rules on certain turns; the player must find and remove it.
random potential effects.csv:31	5D multiverse time-travel card	skill	Sends a card into the past to play out that board state until it clashes with the present, keeping only the differences.
curated effects pre grid.csv:2	Hoops	suit	Base suit: when a scored Hoops card is untalented, hoop props (count = rank) sweep the scored row and every skill card the hoop passes through scores again; stacking requires different suit and adjacent rank.
curated effects pre grid.csv:5	Knives	suit	Base suit: knife props (count = rank) launch from the opposite row edge and score plain (non-skill) prop cards they pass, with the spawner scoring itself; stacking requires different suit and adjacent rank.
curated effects pre grid.csv:8	Balls	suit	Base suit: ball props (count = rank) arc down the column applying a Juggling status that pays out column score when that card later scores; stacking requires different suit and adjacent rank.
curated effects pre grid.csv:11	Flames	suit	Base suit: fire props arc down the column applying Flaming stacks that multiply each burning prop's effect (not applicable to fire-suit or talent cards, but inherited by spawned props); stacking requires different suit and adjacent rank.
curated effects pre grid.csv:14	Fireworks	suit	On score, the rocket rises its column and banks the column score directly based on rank; alt version has each firework trigger add +1 firework to the next trigger; stacking requires different suit and adjacent rank.
curated effects pre grid.csv:26	Electricity	suit	On score (if untalented), scores points based on this card's rank plus the ranks of all orthogonally/diagonally connected electric-suit cards; stacking requires different suit and adjacent rank.
curated effects pre grid.csv:33	Rock Paper Scissors	suit	At game start randomly becomes rock, paper, or scissors; when stacking on another RPS card it must win RPS to stack (ties resolved by higher rank); stacks normally on non-RPS cards.
curated effects pre grid.csv:37	Best Bower	suit	Wild suit that counts as every suit for melds/flushes and can stack anywhere; if untalented, randomly selects a prop from the entire game to trigger.
curated effects pre grid.csv:47	Integer numbers (default rank)	rank	Default rank A-K (1-13), possibly extended to -99..99; negative ranks apply a negative status/shader inverting effects and reducing score, while still counting uniquely toward combo.
curated effects pre grid.csv:53	Roman Numerals rank	rank	Ranks 1-12 that wrap on increase/decrease; time effect advances the rank by +1 per player action.
curated effects pre grid.csv:58	Blank rank	rank	Rank effectively 0; always passes stacking rank comparisons but cannot participate in rank-based melds or effects.
curated effects pre grid.csv:62	Wild rank (copycat/understudy)	rank	Rank effectively 0 that simultaneously mimics any rank already present in the player's deck for rank-based effects like stacking and melds; behaves like Blank if nothing to copy.
curated effects pre grid.csv:71	Decimal numbers (Half-Step hat)	stamp	Rank evaluates as both itself and +1 simultaneously for all purposes (e.g. a 3 with this hat also counts as 2.5/2), letting one card double-count toward multiple melds like pairs and straights.
curated effects pre grid.csv:81	Mahjong rank/suit	unknown	Placeholder entry referencing a mahjong-based rank/suit mechanic; no effect detail given in the sheet.
curated effects pre grid.csv:83	Paper (default type)	type	Default no-effect base material type; exists so every card has a type slot filled.
curated effects pre grid.csv:86	Iron type	type	Sinks to the bottom of any stack, respecting physical weight order.
curated effects pre grid.csv:89	Gold type	type	Sinks to the bottom of stack, heavier than Iron (stops at other heavy cards); costs +2 when traded in at shops.
curated effects pre grid.csv:92	Diamond type	type	Doubles this card's score; costs +3 when traded in at shops.
curated effects pre grid.csv:95	Glass type	type	Spotlights cards behind it, but breaks if a heavy-type card passes through it.
curated effects pre grid.csv:98	Balloon type	type	Opposite of a heavy card: always rises to the top of the stack.
curated effects pre grid.csv:100	Water type	type	Always flows sideways into the shortest adjacent column.
curated effects pre grid.csv:107	PropArtist hat	stamp	This card's suit prop effects still apply even if the card is talented (has a skill).
curated effects pre grid.csv:108	Kuroko hat	stamp	This card is unseen: does not block Spotlight beneath it and cannot be targeted by effects.
curated effects pre grid.csv:114	Fifteen (cribbage) talent	skill	Spotlight ability checks the scoring hand (row or column) for cards summing to 15 for bonus points; alt version melds this card with adjacent neighbors whose ranks sum to 15 with it.
curated effects pre grid.csv:122	The Half Card talent	skill	On drop, splits into two half-cards along the diagonal (one keeps rank+hat, the other keeps only suit), changing stacking rules; recombines and scores its own meld if the two halves are stacked together on score; alt version splits the rank value in half between the two cards.
todo.md:136	Rarity gates non-null rolls	rule	Rarity tiers currently gate only whether a stamp/skill/type roll is non-null, based on luck.
todo.md:132	Burning cascades as combo source	rule	Open scoring knob: whether Burning-status cascades should count as a combo source.
todo.md:80	Rank-merging meld rule	skill	A comparator-bucket rank-merging meld rule multiplies a scored line's points based on line size (measured x2.0 at 5 cards up to x6.0 at 13, x5.1 at 30).
todo.md:85	Split meld undercounts matches	rule	A split meld can show three matching cards on the board but only counts two toward the scored meld, with no on-screen cue explaining the discrepancy.
todo.md:222	Patience meter mechanic	rule	Patience system: idle/non-scoring moves drain a patience meter (patience_max, ships at 3); reaching 0 auto-drops cards; rule cards can raise patience_max via a grant path.
todo.md:229	Booster reroll pool	rule	Booster reroll pool ships at 5 with a planned but unwritten reroll-count modifier content hook (a luck()-style effect).
todo.md:273	Entrance drop-down between acts	rule	Planned but unimplemented: an entrance drop-down step between acts.
todo.md:274	Hype-wagering system	meta	Planned but unimplemented: a hype/wagering system.
todo.md:274	Fog of war on map	map	Planned but unimplemented: fog of war limiting map visibility.
todo.md:274	Tour planning system	map	Planned but unimplemented: a tour-planning system for choosing a route.
todo.md:274	Shop & economy system	meta	Planned but unimplemented: a shop and economy system.
todo.md:274	Meta progression system	meta	Planned but unimplemented: a meta-progression system.
todo.md:274	Leaders/acts system	skill	Planned but unimplemented: a leaders/acts system.
todo.md:274	Deterministic per-subsystem RNG streams	rule	Planned but unimplemented: deterministic per-subsystem RNG streams, required before any seed-sharing feature.
pokerpatience.txt:5	5x5 grid replaces drop zones	rule	Replace the 5-6 drop-in zones with a 5x5 grid the player manually places entrance cards into.
pokerpatience.txt:5	New grid per 25/50 deck cards	rule	A new 5x5 grid is unlocked for every 25/50 cards (tunable) in the starting deck.
pokerpatience.txt:5	Commit-to-grid entrance rule	rule	Once the player places a card in a grid, all current entrance cards must be placed in that same grid before the entrance refreshes with 5 new cards.
pokerpatience.txt:6	Grid refill on completion	rule	If a grid is completed with entrance cards remaining, it frees up for another grid and its empty slots are refilled with the remaining cards in their current slot.
pokerpatience.txt:6	Randomized placement on partial refill	rule	If the deck cannot refill the entire entrance zone, new card placement is randomized instead of the default left-to-right order.
pokerpatience.txt:9	Row/column scoring happens on placement	rule	Scoring occurs immediately as rows/columns are filled in, rather than on submit; pressing submit/end just fires its own hooks and ends the game without a separate scoring round, and can be pressed at any time.
pokerpatience.txt:10	Placed cards are locked by default	rule	By default, a card placed on an empty grid zone cannot be moved or have cards stacked on it; those actions are reserved for future effects.
pokerpatience.txt:11	Height as a 4th coordinate	rule	Stacking cards on top of each other adds a 4th coordinate (height); 5 cards aligned in height complete a scorable line at that height, including a same-x,y stack of 5.
pokerpatience.txt:11	Height scoring triggers only building up	rule	Height-based scoring only triggers when a stack builds upward through a multiple of 5; dropping back down through those intervals does not retrigger scoring.
pokerpatience.txt:11	Full-stack scoring on tall stacks	rule	Scoring a height-10 (or taller) stack scores the entire stack at once.
pokerpatience.txt:11	Height diagonal scoring updates nearest corner	rule	A diagonal line across height updates the corner score label closest to the highest height involved, to avoid overlap.
pokerpatience.txt:12	4-coordinate card position	rule	Every card's position is defined by 4 coordinates: which grid, x, y, and height.
pokerpatience.txt:14	Height removal drops cards above	rule	Removing a card from a height stack causes the cards above it to drop down.
pokerpatience.txt:15	Re-adding retriggers line scoring	rule	Removing a card from a completed 5-line and re-adding it retriggers that line's scoring event.
pokerpatience.txt:18	Cross-grid row expansion setting	rule	A setting to make other grids expand their rows/zones too if one grid's rows expand due to increasing height.
pokerpatience.txt:35	Grid-creation rule card	skill	A rule card that, on game start, checks the deck size and adds one 5x5 grid-creation card to the rules deck per 25 cards in the deck.
pokerpatience.txt:36	Grid-creation card owns its zones	skill	When a 5x5 grid-creation card becomes active it creates the 5x5 zone cards it owns; when inactive, its grid of zone cards is removed and any cards it contains are discarded.
pokerpatience.txt:37	Entrance zone cards seed first column	rule	5 entrance/input zone cards work as today, refreshing in random draw order once empty or the current grid is full; the 1st input card corresponds to the 1st column of the 5x5 grid.
pokerpatience.txt:38	Any-grid line-completion detector	skill	A card that detects a new 5-in-a-line completion anywhere across all grids and triggers its scoring.
