id,name,reason,folded_into,origin,source,original_mechanic
E0682,Outlawed cards,DUPLICATE,E0123,designdocs,DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe,Cards banned in pious towns (cannot score there) but score double in others; persecution can spawn an underground-shows event chain.
E0685,Paired giants,DUPLICATE,E0297,designdocs,DESIGN_REFERENCES.md §A3 Golden Age Western Circus,Each of a pair gets +mult while both are on the board.
E0687,Panorama consumable,DUPLICATE,E0298,designdocs,DESIGN_REFERENCES.md §C3 Automata & Illusion Technology,Reveals the whole map's silhouette.
E0689,Peanut Pitch,DUPLICATE,E0128,designdocs,DESIGN_RECOMMENDATIONS.md §6 Concessions,"Cue (3 charges): add points to any one card, thrown from anywhere."
E0691,Pepper's Ghost,DUPLICATE,E0129,designdocs,DESIGN_REFERENCES.md §C3 Automata & Illusion Technology,An intangible duplicate of one card appears in the opposite zone; scores as if real but can't be touched or attacked.
E0696,Per-scenario rule decks,DUPLICATE,E0489,designdocs,DESIGN_DOC.md §8 Rule Deck,"Game rules determine what Next and Submit do; different scenarios swap in different rule decks, and edits during a run are permanent for that run."
E0697,Performance Rings (origin),DUPLICATE,E0698,designdocs,DESIGN_DOC.md §5 Scoring,Every 5 rows scored increases points 'by layer' / turns the row red — the seed idea that became Performance Rings.
E0699,Performance Rings as depth multiplier,DUPLICATE,E0698,designdocs,DESIGN_RECOMMENDATIONS.md §2.1 Scoring: combo reframe,"Performance Rings act as multipliers on the column combo specifically, rewarding tall play."
E0705,Poker Crown (unnamed),DUPLICATE,E0133,designdocs,DESIGN_DOC.md §14.1 Skills/Feats,"When scored, this card and the 4 cards above it are scored together as a poker hand."
E0709,Presentation,DUPLICATE,E0136,designdocs,DESIGN_DOC.md §14.1 Skills/Feats,Moving cards into ascending order gives multiplier points.
E0710,Press Bribery / Memory Wipe,DUPLICATE,E0137,designdocs,DESIGN_DOC.md §14.1 Skills/Feats,"Extra life: on failing a city, keep going as if the player had won; possibly a straight win if held to the end."
E0711,Prestige meta-shop,DUPLICATE,E0438,designdocs,DESIGN_DOC.md §19 Meta Progression,"Wins grant prestige currency spent in the Carnival meta-shop on map odds, starting resources, true vision, guaranteed cards/packs, a full unlock reset, or the custom deck editor; spending raises per-show score requirements."
E0715,Psycho,DUPLICATE,E0138,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,An Automaton card plays a card from the deck by itself every Next.
E0719,Quick-change (Hikinuki),DUPLICATE,E0080,designdocs,DESIGN_REFERENCES.md §A6 Japan,"On scoring, swap this card's stamp with any stamp in reserve."
E0720,Railroad Jump (route hazard),DUPLICATE,E0139,designdocs,"DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards",Traveling a long map edge costs a card from the deck (left behind on the platform).
E0722,Rare (chain),DUPLICATE,E0026,designdocs,DESIGN_DOC.md §14.1 Skills/Feats,Doubles the chance of Epic cards appearing.
E0726,Reroll Blessing effect archetype,DUPLICATE,E0106,designdocs,DESIGN_DOC.md §12 Tapping / Cues & Charges,+1 reroll per game; repeated actions will not repeat the same results for the rest of the game.
E0729,Revealing (Eye),DUPLICATE,E0141,designdocs,DESIGN_DOC.md §14.2 Stamps,Card triggers even when hidden/covered.
E0730,Ringmaster,DUPLICATE,E0315,designdocs,DESIGN_DOC.md §14.1 Skills/Feats,No suit/rank; starts in the Entrance; always grabbable; can be placed anywhere uncovered; survives submission.
E0731,Ringmaster leader spec,DUPLICATE,E0315,designdocs,"DESIGN_DOC.md §11 Classes, Groups & Leaders",No suit or rank; type starts it in the Entrance; stamp lets it always be picked up and placed anywhere uncovered; skill keeps it on board after submission.
E0733,Rookie growth cards,DUPLICATE,E0051,designdocs,DESIGN_REFERENCES.md §A12 Australia & Oceania,Rookie commons with growth conditions that upgrade them over time.
E0734,Rosin,DUPLICATE,E0145,designdocs,DESIGN_RECOMMENDATIONS.md §4 Types (materials),"Cards placed on it cannot be picked up again, but score +1 per ring depth when scored."
E0743,Rules-in-hand deck variant,DUPLICATE,E0742,designdocs,DESIGN_DOC.md §8 Rule Deck,A deck variant where the rule deck is empty and all rules are shuffled into and drawn from the main deck.
E0745,Séance Night,DUPLICATE,E0480,designdocs,DESIGN_RECOMMENDATIONS.md §9 Events,Pick the Gaff out of 3 face-down cards for a reward.
E0748,Sawdust,DUPLICATE,E0146,designdocs,DESIGN_RECOMMENDATIONS.md §4 Types (materials),"When discarded, leaves a marker on its board slot; the next card placed there gets +points."
E0752,Scripted clown combos,DUPLICATE,E0627,designdocs,DESIGN_REFERENCES.md §B5 Clowning Across Cultures,Clown combos are scripted sequences (lazzi) with an end-of-sequence bonus.
E0753,Searing Knife (adopt),DUPLICATE,E0148,designdocs,DESIGN_RECOMMENDATIONS.md §1 How I read your design,Column hazard card enables town/boss content around knife scoring.
E0754,Searing Knife (summary),DUPLICATE,E0148,designdocs,DESIGN_DOC.md §14.5 Summary-only cards,"On score, burns its column, locking it for 2 turns."
E0756,Second Act,DUPLICATE,E0149,designdocs,DESIGN_DOC.md §11 Act types,Deck-position type: shows up alone after half the deck has been drawn.
E0758,Self-granted title,DUPLICATE,E0150,designdocs,DESIGN_REFERENCES.md §A3 Golden Age Western Circus,"A card names itself Rare, counting as one rarity higher for effect purposes only (not for drop pools)."
E0759,Seven Pyramid,DUPLICATE,E0323,designdocs,DESIGN_REFERENCES.md §A3 Golden Age Western Circus,A 7-card stack formation meld with a huge payout.
E0761,Shop-as-board-buttons,DUPLICATE,E0421,designdocs,DESIGN_DOC.md §16 Economy & Shop,Shops are built out of the game board itself; every button (e.g. reroll) is a tappable card.
E0763,Sin of Gluttony,DUPLICATE,E0151,designdocs,DESIGN_DOC.md §14.1 Skills/Feats,"Upgraded Hippo: no value cap, can be fed from anywhere including decks, and permanently consumes fed cards."
E0768,Snake Oil,DUPLICATE,E0154,designdocs,DESIGN_REFERENCES.md §A10 The Americas,A buff that sometimes does nothing (is secretly a Gaff); selling it yourself is an economy event with reputation risk.
E0769,Spangle,DUPLICATE,E0156,designdocs,DESIGN_RECOMMENDATIONS.md §5 Stamps,+1 combo whenever this card is part of any meld.
E0774,Spiderweb,DUPLICATE,E0157,designdocs,DESIGN_DOC.md §14.1 Skills/Feats,"1 point per card diagonal to this card, in a cross/X shape."
E0775,Spinning-plate buffs,DUPLICATE,E0701,designdocs,DESIGN_REFERENCES.md §A5 China,Stackable buffs that decay unless re-triggered.
E0776,Spirit Photo consumable,DUPLICATE,E0158,designdocs,"DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal",Capture a 'ghost copy' of any card for one show.
E0777,Sponsorship,DUPLICATE,E0330,designdocs,DESIGN_REFERENCES.md §G The Modern Era,"A patron funds the tour (gold every show) but stamps ads on cards, imposing a fame tax."
E0780,StampGlobal,DUPLICATE,E0064,designdocs,DESIGN_DOC.md §7 Spotlight System (implemented),"Card's modifiers are active from anywhere, including inside decks."
E0781,StampRevealing,DUPLICATE,E0141,designdocs,DESIGN_DOC.md §7 Spotlight System (implemented),Card's modifiers remain active even while covered (not topmost).
E0782,Status array,DUPLICATE,E0487,designdocs,DESIGN_DOC.md §6 Card Anatomy & Pips,"CardData carries a status dictionary (effect name -> value) processed by rule cards per effect, as the general mechanism for debuffs."
E0785,Storyteller cross-game persistence,DUPLICATE,E0784,designdocs,DESIGN_DOC.md §19 Meta Progression,"Scoring done outside the main game carries into the next game, e.g. via the Storyteller card preserving points between games."
E0789,Suit-punishing hazard towns,DUPLICATE,E0048,designdocs,"DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons","Towns punish specific suit scoring (Knifetown scores knives at 0, similarly Firetown/Juggletown/Hooptown); performing at a volcano adds lava hazards."
E0790,Sunshine (Popov),DUPLICATE,E0334,designdocs,DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus,"A clown that only buffs, never gags; heals debuffs on the cards below it."
E0792,Sword Swallower,DUPLICATE,E0161,designdocs,DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries,A column that forms one perfect descending run from deck-to-floor triggers a secret meld.
E0794,Sword swallowing (Edith Clifford),DUPLICATE,E0039,designdocs,DESIGN_REFERENCES.md §B4 Danger Acts,"Permanently swallows a Knife card, adding its rank to this card's forever."
E0797,Tango pair,DUPLICATE,E0339,designdocs,DESIGN_REFERENCES.md §A11 South America,"Two cards locked in embrace, always adjacent, alternating each turn which one's skill fires."
E0798,Tappable Clown (summary),DUPLICATE,E0163,designdocs,DESIGN_DOC.md §14.5 Summary-only cards,3 taps: randomizes adjacent cards.
E0801,The 42-Foot Ring,DUPLICATE,E0241,designdocs,DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries,A secret meld triggers when a row's and column's scores total exactly 42.
E0803,The Acrobat (adopt),DUPLICATE,E0166,designdocs,DESIGN_RECOMMENDATIONS.md §1 How I read your design,Card can be grabbed even while covered by another card.
E0804,The Acrobat (summary),DUPLICATE,E0166,designdocs,DESIGN_DOC.md §14.5 Summary-only cards,Grabbable even when covered.
E0805,The Advance Man,DUPLICATE,E0168,designdocs,DESIGN_RECOMMENDATIONS.md §8 Map-layer systems,Map consumable/skill that reveals fog-of-war nodes ahead of the player.
E0807,The Ambitious Card,DUPLICATE,E0171,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,Always rises to the top of the deck after shuffles; a related secret rewards beating a 'Houdini' boss with it.
E0808,The Anarchist (reject as player card),DUPLICATE,E0173,designdocs,DESIGN_RECOMMENDATIONS.md §1 How I read your design,Silences/disables the rule deck while in play; recommended as a boss effect rather than a player card.
E0809,The Anarchist (summary),DUPLICATE,E0173,designdocs,DESIGN_DOC.md §14.5 Summary-only cards,Disables all other Rule cards while in the Ring.
E0813,The Avatar,DUPLICATE,E0175,designdocs,DESIGN_REFERENCES.md §G The Modern Era,A card wears another card's face/identity; unmasking rules apply.
E0815,The Backward-Backward,DUPLICATE,E0176,designdocs,DESIGN_REFERENCES.md §A12 Australia & Oceania,Reverses a run's direction mid-meld: a descending run counts as ascending for one column.
E0816,The Bahurupiya,DUPLICATE,E0007,designdocs,DESIGN_REFERENCES.md §A7 India & South Asia,Arrives each show as a random different class.
E0817,The Balance boss,DUPLICATE,E0177,designdocs,DESIGN_REFERENCES.md §A13 Korea & Southeast Asia,"Cannot be defeated, only balanced: end the show with row points and column points within X% of each other."
E0820,The Bauta,DUPLICATE,E0009,designdocs,"DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe","While worn, the card's rarity and identity are hidden from effects, inspections, and towns."
E0821,The Belt,DUPLICATE,E0178,designdocs,DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment,"Exactly one card in the world holds it, doubling that card; belt-challenge bosses can take it away."
E0823,The Blank,DUPLICATE,E0181,designdocs,DESIGN_RECOMMENDATIONS.md §3 Suits & Pips,No rank and no suit; stacks legally on anything and anything can stack on it; scores 0 points.
E0825,The Blockhead,DUPLICATE,E0182,designdocs,DESIGN_REFERENCES.md §B4 Danger Acts,Absorbs one Knife projectile per show as points instead of damage.
E0826,The Board (Ouija),DUPLICATE,E0295,designdocs,"DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal",Ask the deck one yes/no question per show.
E0827,The Booking,DUPLICATE,E0183,designdocs,DESIGN_RECOMMENDATIONS.md §2.2 Alt win cons: The Booking,"A contract card sits in the rule deck for the show; player declares a booking (e.g. score X with no knife melds, win in 2 submits, trigger 12 unique feats) and the show is won by fulfilling it rather than by max score."
E0828,The Boot Code,DUPLICATE,E0184,designdocs,DESIGN_REFERENCES.md §A16 Africa & the Arctic,"Adjacent cards pass a buff down a row via untriggered 'rhythm,' untraceable by boss effects that punish triggers."
E0830,The Brass Ring,DUPLICATE,E0015,designdocs,"DESIGN_REFERENCES.md §E The Fairground, Midway & Business",A bonus token rotates around the board's columns each turn; scoring the column while the ring sits on it grants a grab bonus.
E0831,The Butoh Walker,DUPLICATE,E0186,designdocs,"DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom","Moves one slot every other turn, permanently transforming (buffing) every slot it passes through."
E0832,The Butterfly Trick,DUPLICATE,E0187,designdocs,DESIGN_REFERENCES.md §A6 Japan,"Creates fluttering paper-token cards (rank 1, any suit) that drift down one column per turn."
E0834,The Calm Voice,DUPLICATE,E0189,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,"Negates one disaster event by converting it into a show, gaining fame from the crisis."
E0835,The Cannon King (Zacchini),DUPLICATE,E0191,designdocs,DESIGN_RECOMMENDATIONS.md §7 Leaders,Fireworks-suit cards may score from the Entrance.
E0836,The Capoeirista,DUPLICATE,E0192,designdocs,DESIGN_REFERENCES.md §A11 South America,Registered as a Dancer but functions as a fighter; performs even in towns that ban combat acts.
E0837,The Card Index,DUPLICATE,E0193,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,Cue: search the deck for any card and put it in the Entrance.
E0838,The Castell,DUPLICATE,E0194,designdocs,"DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe","Build a tower and crown it with the smallest card for a massive bonus, with collapse risk scaling per level; a four-word motto maps to four buff types."
E0842,The Chorus (Kecak),DUPLICATE,E0267,designdocs,DESIGN_REFERENCES.md §A13 Korea & Southeast Asia,+mult per rank-1 card on the board whenever any meld scores.
E0843,The Claimed Feat,DUPLICATE,E0016,designdocs,DESIGN_REFERENCES.md §A10 The Americas,"Scores fame for a stunt that never happened; if exposed later, lose double."
E0844,The clean dodge (Recortadores),DUPLICATE,E0416,designdocs,"DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe","When a hazard targets this card's column, it vaults the hazard, which passes through and scores points instead."
E0845,The Cliffhanger,DUPLICATE,E0198,designdocs,DESIGN_REFERENCES.md §A7 India & South Asia,"Ending a show mid-trick plummets the next town's fame requirement, but the trick must be 'resolved' there."
E0846,The Clock Hang,DUPLICATE,E0199,designdocs,DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports,"Placed half-off the board's last column for double spotlight and double score, but risks a random gust that drops it."
E0849,The Contortionist,DUPLICATE,E0204,designdocs,"DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia",Folds to share a single board slot with another card.
E0850,The Cooler,DUPLICATE,E0207,designdocs,"DESIGN_REFERENCES.md §D Cards, Gambling & Fortune","Replace the remaining draw deck with a perfectly pre-ordered copy, once per run."
E0851,The Costumier,DUPLICATE,E0209,designdocs,DESIGN_RECOMMENDATIONS.md §7 Leaders,Cards may hold 2 stamps instead of 1.
E0852,The Courier,DUPLICATE,E0210,designdocs,DESIGN_REFERENCES.md §A3 Golden Age Western Circus,"A card straddles two columns at once, scoring in both."
E0853,The Crowd Surf,DUPLICATE,E0212,designdocs,"DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals","Passes a card across the tops of all columns hand-to-hand, gaining +1 per column crossed, but is discarded if any column is empty."
E0855,The Cutting Contest,DUPLICATE,E0677,designdocs,"DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom",Alternating melds where each must beat the previous score.
E0857,The Designated Loser,DUPLICATE,E0215,designdocs,DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment,"A boss the player always beats, with a hidden 1-in-1000 chance it wins instead."
E0858,The Diplomatic Show,DUPLICATE,E0502,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,Defuse a hostile town with one perfect performance instead of meeting its score requirement.
E0861,The Discoverie,DUPLICATE,E0217,designdocs,DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe,A book card that reveals every Gaff/fake in play; banned in some towns.
E0863,The Double,DUPLICATE,E0218,designdocs,DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports,Takes destruction meant for its assigned 'star' card.
E0864,The Drone Swarm,DUPLICATE,E0222,designdocs,DESIGN_REFERENCES.md §G The Modern Era,"Projects any formation bonus the player has previously scored, without needing the original cards."
E0865,The Dubplate,DUPLICATE,E0223,designdocs,DESIGN_REFERENCES.md §A14 The Caribbean & Central America,A custom exclusive card forged for the player's save file only; clash events let it be 'played' against rival shows.
E0866,The Duck,DUPLICATE,E0216,designdocs,DESIGN_REFERENCES.md §C3 Automata & Illusion Technology,"Pretends to consume cards (they secretly go to a hidden store, retrievable later) — a fake Gluttony."
E0868,The Egg Bag,DUPLICATE,E0225,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,A container card that always appears 'empty' when checked but produces a card when it matters.
E0871,The Encore Exit,DUPLICATE,E0200,designdocs,DESIGN_REFERENCES.md §F1 Theater & Opera,Voluntarily discard this card mid-show; it is called back next turn at +rank.
E0872,The Endless Fan,DUPLICATE,E0023,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,Draw +1 card every turn while spotlit.
E0873,The Equestrian (Astley),DUPLICATE,E0698,designdocs,DESIGN_RECOMMENDATIONS.md §7 Leaders,Melds scored in the First Ring (first 5x5) get +mult.
E0878,The Fanchant,DUPLICATE,E0235,designdocs,DESIGN_REFERENCES.md §G The Modern Era,Melds are 'answered' by the crowd via delayed echo scoring once town loyalty is high enough.
E0880,The Fifteen,DUPLICATE,E0236,designdocs,DESIGN_RECOMMENDATIONS.md §3 Suits & Pips,"Card also melds with any neighboring cards whose ranks sum to 15 (cribbage rule), as a rare pip ability rather than a default rule."
E0882,The Fire Marshal,DUPLICATE,E0048,designdocs,"DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards",Flames-suit cards cannot score; Flames cards in the deck become Wax.
E0884,The Flash Mob,DUPLICATE,E0055,designdocs,DESIGN_REFERENCES.md §G The Modern Era,"Deploys the entire Entrance to the board in one action, once per show."
E0885,The Flyting,DUPLICATE,E0677,designdocs,"DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe",An insult-duel against a town champion; the winner takes fame from the loser.
E0887,The Forged Ace,DUPLICATE,E0240,designdocs,"DESIGN_REFERENCES.md §D Cards, Gambling & Fortune","A counterfeit card of enormous value; if a town inspects it, the run's economy takes a penalty."
E0888,The Free Show,DUPLICATE,E0686,designdocs,"DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street","A no-fee performance: heals the whole deck one debuff, gains no gold."
E0896,The Golden Buzzer,DUPLICATE,E0067,designdocs,DESIGN_REFERENCES.md §G The Modern Era,"Skips one town's requirement entirely, with confetti."
E0897,The Grand Vanish,DUPLICATE,E0069,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,"Hides an entire column (can't be seen, targeted, or scored) for a turn, then it returns with interest."
E0898,The Griot,DUPLICATE,E0247,designdocs,DESIGN_REFERENCES.md §A9 Africa,"Preserves score/combo between shows, and re-triggers one effect from the previous show."
E0900,The Guardian (Moko jumbie),DUPLICATE,E0450,designdocs,DESIGN_REFERENCES.md §A9 Africa,"From its column, reveals boss intentions one turn early."
E0901,The Guest Star,DUPLICATE,E0249,designdocs,DESIGN_REFERENCES.md §A10 The Americas,"A legendary card joins for exactly N shows then departs, unless a secret condition keeps it permanently."
E0902,The Half card,DUPLICATE,E0250,designdocs,DESIGN_REFERENCES.md §A3 Golden Age Western Circus,"A half-rank card that takes up only half a slot, so two halves fit one board slot."
E0903,The Hat,DUPLICATE,E0253,designdocs,"DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals","After any show, an optional flourish converts leftover combo into gold instead of fame."
E0904,The Headliner (Ace),DUPLICATE,E0254,designdocs,DESIGN_RECOMMENDATIONS.md §3 Suits & Pips,Face-card rename; counts as high or low rank in runs (real solitaire ace rule).
E0906,The High Dive,DUPLICATE,E0255,designdocs,DESIGN_REFERENCES.md §A10 The Americas,Drop a card from the top of a column to the bottom for points that scale with fall height.
E0907,The Holdout,DUPLICATE,E0256,designdocs,"DESIGN_REFERENCES.md §D Cards, Gambling & Fortune","Store one card outside the game; insert it into any stack at any moment (once); if a town 'searches' the player, it is lost."
E0909,The Hometown Hero,DUPLICATE,E0196,designdocs,DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment,"Names the current town when scored, granting a small bonus in every town universally."
E0910,The Hook,DUPLICATE,E0257,designdocs,DESIGN_REFERENCES.md §A10 The Americas,A boss/town removes the player's weakest card mid-show unless it scored last submit.
E0911,The Hunger Artist,DUPLICATE,E0258,designdocs,DESIGN_REFERENCES.md §B3 Strength & Endurance,"Gains +N for every consecutive show it stays in the deck unplayed; scores a huge burst when finally played, then resets."
E0912,The Illustrated card,DUPLICATE,E0259,designdocs,DESIGN_REFERENCES.md §A3 Golden Age Western Circus,Can hold unlimited stamps but no other slot content.
E0913,The Imitator,DUPLICATE,E0260,designdocs,DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic,A Gaff copy of another card in the deck that scores more than the original while the original is absent.
E0915,The Incubator,DUPLICATE,E0262,designdocs,DESIGN_REFERENCES.md §A10 The Americas,Exhibited (covered) cards recover debuffs/ranks while 'on display.'
E0917,The interlude (Kyōgen),DUPLICATE,E0652,designdocs,DESIGN_REFERENCES.md §B5 Clowning Across Cultures,A small comic bonus round between boss shows that heals debuffs.
E0919,The Invisible Wall,DUPLICATE,E0263,designdocs,"DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street","Blocks one column with nothing: no card is there, but nothing can enter or leave for a turn."
E0920,The Joey (Jack),DUPLICATE,E0261,designdocs,DESIGN_RECOMMENDATIONS.md §3 Suits & Pips,Face-card rename to a troupe role; unlocks 'Joey synergy' clown cards.
E0921,"The Joey (Grimaldi, leader)",DUPLICATE,E0091,designdocs,DESIGN_RECOMMENDATIONS.md §7 Leaders,"Once per turn, free use of Slapstick (swap adjacent ranks)."
E0923,The Kayfabe rule card,DUPLICATE,E0096,designdocs,DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment,"While in play, all Gaffs/Humbugs count as real and score as what they pretend to be; removing it reverts everything."
E0924,The Kickline,DUPLICATE,E0268,designdocs,"DESIGN_REFERENCES.md §E The Fairground, Midway & Business",A full-row Dancer formation bonus when all 5 columns' top cards share a suit.
E0925,The Kite,DUPLICATE,E0270,designdocs,DESIGN_REFERENCES.md §A13 Korea & Southeast Asia,Launches a card above the board (out of play); it returns on a chosen later turn with a wind bonus.
E0929,The Leotard,DUPLICATE,E0274,designdocs,DESIGN_RECOMMENDATIONS.md §6 Acrobat,"Cue: move this card and everything stacked above it to any column, legal or not."
E0930,The Lion,DUPLICATE,E0276,designdocs,DESIGN_REFERENCES.md §A5 China,"A card is secretly two cards, splitting when destroyed; placing it harvests a bonus from the card beneath it."
E0931,The Lion's Bride,DUPLICATE,E0277,designdocs,DESIGN_REFERENCES.md §B4 Danger Acts,Scores for occupying the same column as a dangerous Animal card without being eaten.
E0934,The Machine (fortune-teller),DUPLICATE,E0288,designdocs,DESIGN_REFERENCES.md §C3 Automata & Illusion Technology,Pay a gold card to receive a guaranteed true fact about the next 3 nodes.
E0935,The Major Arcana,DUPLICATE,E0282,designdocs,DESIGN_RECOMMENDATIONS.md §6 Fortune Teller,"22 unique one-shot consumables, e.g. The Tower destroys a column, The Wheel rerolls a row's ranks, The Hanged Man flips a stack's order."
E0936,The Manager,DUPLICATE,E0213,designdocs,DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment,Cues an adjacent card's ability as its own action.
E0937,The Marathon,DUPLICATE,E0283,designdocs,DESIGN_REFERENCES.md §B3 Strength & Endurance,A multi-show gauntlet where the board does not fully reset between shows.
E0938,The Marotte,DUPLICATE,E0111,designdocs,DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe,"The card carries a mini-copy of itself; if destroyed, the copy survives at rank 1."
E0942,The Minimal deck,DUPLICATE,E0717,designdocs,DESIGN_REFERENCES.md §A12 Australia & Oceania,"No stamps, no types; pure pips and stacking only."
E0943,The Mitt Camp,DUPLICATE,E0288,designdocs,"DESIGN_REFERENCES.md §D Cards, Gambling & Fortune","Pay for a reading: a true random fact about the run's future, seeded so it's always honest."
E0944,The modern Committee,DUPLICATE,E0848,designdocs,DESIGN_REFERENCES.md §G The Modern Era,Stake a Gaff against a huge prize; survive scrutiny for a fortune.
E0945,The Monkey (Sarumawashi),DUPLICATE,E0289,designdocs,DESIGN_REFERENCES.md §A6 Japan,A token climbs one column per turn and cues whatever card it sits on.
E0950,The Overrun,DUPLICATE,E0686,designdocs,"DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals","The show goes free (zero gold), but grants enormous permanent fame and permanently changes the town."
E0951,The Ox,DUPLICATE,E0296,designdocs,DESIGN_REFERENCES.md §A11 South America,"Its destruction IS its act: the town celebrates (fame) when it's destroyed, and it revives next show."
E0953,The Patch,DUPLICATE,E0299,designdocs,"DESIGN_REFERENCES.md §E The Fairground, Midway & Business",Cancels one town penalty/hazard before it applies.
E0954,The Pickup (dzhigitovka),DUPLICATE,E0224,designdocs,DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus,"During the Next-phase drop animation, snatch one falling card and redirect its column."
E0957,The Pole (Mallakhamb),DUPLICATE,E0109,designdocs,DESIGN_REFERENCES.md §A7 India & South Asia,"Buffs everything in its column, more so the taller the column grows."
E0959,The Pose (Voguing),DUPLICATE,E0788,designdocs,"DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom",Holding a scored formation one extra beat grants bonus tips.
E0960,The Prepared Town,DUPLICATE,E0301,designdocs,DESIGN_REFERENCES.md §G The Modern Era,Pre-inspects everything: all Gaffs and Humbugs are disabled here.
E0963,The Puszta Five,DUPLICATE,E0304,designdocs,"DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe","For one turn, one card straddles all columns, scoring in every column's meld."
E0964,The Pyramid (Moroccan tumblers),DUPLICATE,E0305,designdocs,"DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia",A formation meld: 3 cards atop 2 atop 1 across adjacent columns.
E0967,The Raree Box,DUPLICATE,E0307,designdocs,DESIGN_REFERENCES.md §C3 Automata & Illusion Technology,Peek at the next N cards of the deck for the cost of a gold card.
E0968,The Rat Sheet,DUPLICATE,E0308,designdocs,"DESIGN_REFERENCES.md §E The Fairground, Midway & Business","Raises a Rival Show's difficulty for everyone, but steals part of its fame if both parties pass."
E0969,The Regurgitator,DUPLICATE,E0310,designdocs,DESIGN_REFERENCES.md §B3 Strength & Endurance,Swallows up to N cards and can produce them later in any chosen order.
E0971,The Rider,DUPLICATE,E0313,designdocs,"DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals",Long rule text hides one small instruction; obeying it doubles the card.
E0973,The Ringmistress (Queen),DUPLICATE,E0261,designdocs,DESIGN_RECOMMENDATIONS.md §3 Suits & Pips,Face-card rename to a troupe role.
E0974,The Rival Show (recurring boss),DUPLICATE,E0317,designdocs,"DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards","Goal score is pre-raised, but beating it steals one of the rival's cards."
E0975,The Rodeo Clown,DUPLICATE,E0318,designdocs,DESIGN_REFERENCES.md §A10 The Americas,"When a boss attacks a card, this card redirects the hit to itself."
E0978,The Séance Buster,DUPLICATE,E0320,designdocs,DESIGN_RECOMMENDATIONS.md §6 Escape Artist/Stuntsman,Reveals all Gaff/Humbug/fake cards on the board; +points per fake revealed.
E0984,The Sharpshooter (Oakley),DUPLICATE,E0324,designdocs,DESIGN_RECOMMENDATIONS.md §7 Leaders,Exact-rank effect: choose a rank each show; that rank scores double.
E0985,The show must go on (Pagliacci),DUPLICATE,E0124,designdocs,DESIGN_REFERENCES.md §B5 Clowning Across Cultures,+mult while this card carries a debuff.
E0986,The Showbag,DUPLICATE,E0325,designdocs,DESIGN_REFERENCES.md §A12 Australia & Oceania,A cheap grab-bag pack of random commons with one guaranteed sweet item.
E0990,The Sitter,DUPLICATE,E0052,designdocs,DESIGN_REFERENCES.md §B3 Strength & Endurance,Rewards a card for remaining atop the same column across multiple shows.
